,folder,no,sl0,sl1,sl2,dur,diff
31,Actual Test 04,60,43.146,40.899,23.735,"[(0, 1837, 1837), (1837, 5143, 3306), (5143, 8173, 3030), (8173, 11315, 3142), (11315, 15858, 4543), (15858, 18446, 2588), (18446, 25473, 7027), (25473, 27752, 2279), (27752, 32442, 4690), (32442, 33636, 1194), (33636, 38331, 4695), (38331, 39292, 961), (39292, 43146, 3854), (43146, 45896, 2750), (45896, 48900, 3004), (48900, 51963, 3063), (51963, 55107, 3144), (55107, 56575, 1468), (56575, 58754, 2179), (58754, 61326, 2572), (61326, 65528, 4202), (65528, 67831, 2303), (67831, 72918, 5087), (72918, 74247, 1329), (74247, 79197, 4950), (79197, 80170, 973), (80170, 84045, 3875), (84045, 84897, 852), (84897, 89311, 4414), (89311, 90152, 841), (90152, 94527, 4375), (94527, 95463, 936), (95463, 99706, 4243), (99706, 100587, 881), (100587, 107780, 7193)]",2.247
32,Actual Test 05,37,27.895,25.706,16.929,"[(0, 2193, 2193), (2193, 4282, 2089), (4282, 5817, 1535), (5817, 7288, 1471), (7288, 9365, 2077), (9365, 10792, 1427), (10792, 12175, 1383), (12175, 12970, 795), (12970, 16429, 3459), (16429, 18794, 2365), (18794, 22577, 3783), (22577, 23526, 949), (23526, 27895, 4369), (27895, 29984, 2089), (29984, 31519, 1535), (31519, 32990, 1471), (32990, 35067, 2077), (35067, 36494, 1427), (36494, 37877, 1383), (37877, 38672, 795), (38672, 42131, 3459), (42131, 44496, 2365), (44496, 48279, 3783), (48279, 49228, 949), (49228, 53601, 4373), (53601, 54501, 900), (54501, 56974, 2473), (56974, 57836, 862), (57836, 60202, 2366), (60202, 61128, 926), (61128, 63590, 2462), (63590, 64494, 904), (64494, 70530, 6036)]",2.189
33,Actual Test 05,41,25.927,23.874,16.758,"[(0, 2059, 2059), (2059, 4053, 1994), (4053, 8338, 4285), (8338, 11008, 2670), (11008, 14084, 3076), (14084, 16347, 2263), (16347, 20485, 4138), (20485, 21464, 979), (21464, 25927, 4463), (25927, 27921, 1994), (27921, 32206, 4285), (32206, 34876, 2670), (34876, 37952, 3076), (37952, 40215, 2263), (40215, 44353, 4138), (44353, 45332, 979), (45332, 49801, 4469), (49801, 50671, 870), (50671, 53177, 2506), (53177, 54049, 872), (54049, 56183, 2134), (56183, 57126, 943), (57126, 59839, 2713), (59839, 60718, 879), (60718, 66559, 5841)]",2.053
34,Actual Test 05,42,29.806,27.648,18.196,"[(0, 2153, 2153), (2153, 3307, 1154), (3307, 6154, 2847), (6154, 9824, 3670), (9824, 11968, 2144), (11968, 14785, 2817), (14785, 16956, 2171), (16956, 18000, 1044), (18000, 20050, 2050), (20050, 23609, 3559), (23609, 24596, 987), (24596, 29806, 5210), (29806, 30961, 1155), (30961, 33807, 2846), (33807, 37478, 3671), (37478, 39622, 2144), (39622, 42438, 2816), (42438, 44609, 2171), (44609, 45653, 1044), (45653, 47704, 2051), (47704, 51263, 3559), (51263, 52250, 987), (52250, 57454, 5204), (57454, 58306, 852), (58306, 61286, 2980), (61286, 62114, 828), (62114, 65212, 3098), (65212, 66221, 1009), (66221, 69012, 2791), (69012, 69887, 875), (69887, 75650, 5763)]",2.158
35,Actual Test 05,44,30.829,28.773,18.921,"[(0, 2078, 2078), (2078, 4163, 2085), (4163, 5328, 1165), (5328, 7760, 2432), (7760, 9816, 2056), (9816, 12292, 2476), (12292, 14898, 2606), (14898, 17990, 3092), (17990, 19172, 1182), (19172, 21757, 2585), (21757, 25353, 3596), (25353, 26394, 1041), (26394, 30829, 4435), (30829, 32916, 2087), (32916, 34081, 1165), (34081, 36513, 2432), (36513, 38569, 2056), (38569, 41045, 2476), (41045, 43651, 2606), (43651, 46743, 3092), (46743, 47924, 1181), (47924, 50510, 2586), (50510, 54105, 3595), (54105, 55146, 1041), (55146, 59602, 4456), (59602, 60470, 868), (60470, 63775, 3305), (63775, 64622, 847), (64622, 68121, 3499), (68121, 69070, 949), (69070, 71934, 2864), (71934, 72818, 884), (72818, 78523, 5705)]",2.056
36,Actual Test 05,45,28.811,26.555,18.533,"[(0, 2251, 2251), (2251, 6741, 4490), (6741, 7949, 1208), (7949, 10505, 2556), (10505, 13201, 2696), (13201, 15323, 2122), (15323, 18382, 3059), (18382, 19390, 1008), (19390, 23838, 4448), (23838, 24808, 970), (24808, 28811, 4003), (28811, 33301, 4490), (33301, 34509, 1208), (34509, 37065, 2556), (37065, 39762, 2697), (39762, 41883, 2121), (41883, 44942, 3059), (44942, 45951, 1009), (45951, 50398, 4447), (50398, 51368, 970), (51368, 55366, 3998), (55366, 56230, 864), (56230, 58715, 2485), (58715, 59562, 847), (59562, 62800, 3238), (62800, 63741, 941), (63741, 66675, 2934), (66675, 67567, 892), (67567, 73899, 6332)]",2.256
37,Actual Test 05,52,41.619,37.886,22.868,"[(0, 2086, 2086), (2086, 6291, 4205), (6291, 9382, 3091), (9382, 14782, 5400), (14782, 18226, 3444), (18226, 21004, 2778), (21004, 25617, 4613), (25617, 28148, 2531), (28148, 36633, 8485), (36633, 37608, 975), (37608, 41619, 4011), (41619, 45681, 4062), (45681, 48612, 2931), (48612, 54361, 5749), (54361, 57721, 3360), (57721, 60284, 2563), (60284, 64153, 3869), (64153, 66494, 2341), (66494, 74516, 8022), (74516, 75519, 1003), (75519, 79505, 3986), (79505, 80373, 868), (80373, 84130, 3757), (84130, 84979, 849), (84979, 88967, 3988), (88967, 89943, 976), (89943, 94045, 4102), (94045, 94910, 865), (94910, 102373, 7463)]",3.733
38,Actual Test 05,56,39.633,36.242,19.262,"[(0, 2243, 2243), (2243, 5397, 3154), (5397, 8205, 2808), (8205, 14376, 6171), (14376, 15195, 819), (15195, 20487, 5292), (20487, 27696, 7209), (27696, 32975, 5279), (32975, 33950, 975), (33950, 39633, 5683), (39633, 42488, 2855), (42488, 45200, 2712), (45200, 51077, 5877), (51077, 56945, 5868), (56945, 63962, 7017), (63962, 69112, 5150), (69112, 70169, 1057), (70169, 75875, 5706), (75875, 76781, 906), (76781, 79215, 2434), (79215, 80056, 841), (80056, 82861, 2805), (82861, 83811, 950), (83811, 86860, 3049), (86860, 87752, 892), (87752, 95137, 7385)]",3.391
39,Actual Test 05,57,38.611,37.383,22.043,"[(0, 2201, 2201), (2201, 8963, 6762), (8963, 11446, 2483), (11446, 19763, 8317), (19763, 24463, 4700), (24463, 27482, 3019), (27482, 33253, 5771), (33253, 34232, 979), (34232, 38611, 4379), (38611, 45806, 7195), (45806, 49348, 3542), (49348, 53655, 4307), (53655, 56563, 2908), (56563, 61543, 4980), (61543, 70638, 9095), (70638, 71705, 1067), (71705, 75994, 4289), (75994, 76828, 834), (76828, 80913, 4085), (80913, 81812, 899), (81812, 85266, 3454), (85266, 86288, 1022), (86288, 90131, 3843), (90131, 91047, 916), (91047, 98037, 6990)]",1.228
40,Actual Test 05,59,39.933,38.275,23.851,"[(0, 2193, 2193), (2193, 9445, 7252), (9445, 13018, 3573), (13018, 15080, 2062), (15080, 18614, 3534), (18614, 21721, 3107), (21721, 25046, 3325), (25046, 29420, 4374), (29420, 35361, 5941), (35361, 36304, 943), (36304, 39933, 3629), (39933, 47129, 7196), (47129, 53017, 5888), (53017, 56908, 3891), (56908, 59951, 3043), (59951, 63018, 3067), (63018, 63500, 482), (63500, 67451, 3951), (67451, 73347, 5896), (73347, 74400, 1053), (74400, 78208, 3808), (78208, 79050, 842), (79050, 83396, 4346), (83396, 84248, 852), (84248, 88832, 4584), (88832, 89828, 996), (89828, 94049, 4221), (94049, 94896, 847), (94896, 102059, 7163)]",1.658
41,Actual Test 06,37,28.626,26.263,19.141,"[(0, 2318, 2318), (2318, 5763, 3445), (5763, 6724, 961), (6724, 12434, 5710), (12434, 15342, 2908), (15342, 16548, 1206), (16548, 18740, 2192), (18740, 23123, 4383), (23123, 28626, 5503), (28626, 32071, 3445), (32071, 33032, 961), (33032, 38742, 5710), (38742, 41650, 2908), (41650, 42856, 1206), (42856, 45048, 2192), (45048, 49431, 4383), (49431, 54889, 5458), (54889, 55662, 773), (55662, 58687, 3025), (58687, 59361, 674), (59361, 62352, 2991), (62352, 63306, 954), (63306, 66707, 3401), (66707, 67580, 873), (67580, 74030, 6450)]",2.363
42,Actual Test 06,41,27.39,25.102,23.654,"[(0, 2289, 2289), (2289, 4693, 2404), (4693, 8393, 3700), (8393, 12336, 3943), (12336, 16273, 3937), (16273, 17868, 1595), (17868, 21593, 3725), (21593, 22418, 825), (22418, 22708, 290), (22708, 27390, 4682), (27390, 29793, 2403), (29793, 33493, 3700), (33493, 37437, 3944), (37437, 41374, 3937), (41374, 42968, 1594), (42968, 46694, 3726), (46694, 47519, 825), (47519, 47808, 289), (47808, 52492, 4684), (52492, 53406, 914), (53406, 57198, 3792), (57198, 58060, 862), (58060, 62526, 4466), (62526, 63616, 1090), (63616, 67862, 4246), (67862, 68769, 907), (68769, 76146, 7377)]",2.288
43,Actual Test 06,42,33.114,30.905,19.232,"[(0, 2208, 2208), (2208, 3086, 878), (3086, 5004, 1918), (5004, 7013, 2009), (7013, 9693, 2680), (9693, 10812, 1119), (10812, 12753, 1941), (12753, 14180, 1427), (14180, 15189, 1009), (15189, 17922, 2733), (17922, 20520, 2598), (20520, 21636, 1116), (21636, 23436, 1800), (23436, 27542, 4106), (27542, 28466, 924), (28466, 33114, 4648), (33114, 35910, 2796), (35910, 37919, 2009), (37919, 40599, 2680), (40599, 41718, 1119), (41718, 43658, 1940), (43658, 45086, 1428), (45086, 46096, 1010), (46096, 48828, 2732), (48828, 51425, 2597), (51425, 52542, 1117), (52542, 54341, 1799), (54341, 58448, 4107), (58448, 59372, 924), (59372, 64019, 4647), (64019, 64845, 826), (64845, 68132, 3287), (68132, 69014, 882), (69014, 72080, 3066), (72080, 73121, 1041), (73121, 76307, 3186), (76307, 77208, 901), (77208, 83251, 6043)]",2.209
44,Actual Test 06,44,39.42,37.085,23.23,"[(0, 2267, 2267), (2267, 5959, 3692), (5959, 7588, 1629), (7588, 11643, 4055), (11643, 13588, 1945), (13588, 15494, 1906), (15494, 19148, 3654), (19148, 22034, 2886), (22034, 24783, 2749), (24783, 33775, 8992), (33775, 34849, 1074), (34849, 39420, 4571), (39420, 43111, 3691), (43111, 44740, 1629), (44740, 48795, 4055), (48795, 50739, 1944), (50739, 52646, 1907), (52646, 56300, 3654), (56300, 59186, 2886), (59186, 61935, 2749), (61935, 70927, 8992), (70927, 72001, 1074), (72001, 76505, 4504), (76505, 77440, 935), (77440, 82307, 4867), (82307, 83271, 964), (83271, 86834, 3563), (86834, 87949, 1115), (87949, 91608, 3659), (91608, 92564, 956), (92564, 99735, 7171)]",2.335
45,Actual Test 06,57,35.635,34.404,19.456,"[(0, 2188, 2188), (2188, 8046, 5858), (8046, 9245, 1199), (9245, 15531, 6286), (15531, 17909, 2378), (17909, 22311, 4402), (22311, 29017, 6706), (29017, 35635, 6618), (35635, 38267, 2632), (38267, 41708, 3441), (41708, 42777, 1069), (42777, 44059, 1282), (44059, 49325, 5266), (49325, 51613, 2288), (51613, 56255, 4642), (56255, 63387, 7132), (63387, 64365, 978), (64365, 70039, 5674), (70039, 70839, 800), (70839, 73628, 2789), (73628, 74447, 819), (74447, 77492, 3045), (77492, 78391, 899), (78391, 81618, 3227), (81618, 82398, 780), (82398, 89495, 7097)]",1.231
46,Actual Test 06,60,44.759,40.908,23.445,"[(0, 1963, 1963), (1963, 3719, 1756), (3719, 9749, 6030), (9749, 18098, 8349), (18098, 24806, 6708), (24806, 31657, 6851), (31657, 35378, 3721), (35378, 39244, 3866), (39244, 40339, 1095), (40339, 44759, 4420), (44759, 51579, 6820), (51579, 57122, 5543), (57122, 63546, 6424), (63546, 66327, 2781), (66327, 76118, 9791), (76118, 80130, 4012), (80130, 81095, 965), (81095, 85667, 4572), (85667, 86582, 915), (86582, 90029, 3447), (90029, 90992, 963), (90992, 95102, 4110), (95102, 96100, 998), (96100, 100723, 4623), (100723, 101800, 1077), (101800, 109112, 7312)]",3.851
47,Actual Test 07,37,27.694,25.575,20.996,"[(0, 2162, 2162), (2162, 4775, 2613), (4775, 7827, 3052), (7827, 10128, 2301), (10128, 13855, 3727), (13855, 17707, 3852), (17707, 22348, 4641), (22348, 23383, 1035), (23383, 27694, 4311), (27694, 30306, 2612), (30306, 33358, 3052), (33358, 35660, 2302), (35660, 39386, 3726), (39386, 43238, 3852), (43238, 47879, 4641), (47879, 48915, 1036), (48915, 53269, 4354), (53269, 54127, 858), (54127, 57129, 3002), (57129, 58073, 944), (58073, 61752, 3679), (61752, 62775, 1023), (62775, 66230, 3455), (66230, 67193, 963), (67193, 74265, 7072)]",2.119
48,Actual Test 07,41,25.969,23.615,19.613,"[(0, 2302, 2302), (2302, 7732, 5430), (7732, 11041, 3309), (11041, 12575, 1534), (12575, 14457, 1882), (14457, 19401, 4944), (19401, 20471, 1070), (20471, 25969, 5498), (25969, 31400, 5431), (31400, 34708, 3308), (34708, 36242, 1534), (36242, 38126, 1884), (38126, 43068, 4942), (43068, 44138, 1070), (44138, 49584, 5446), (49584, 50452, 868), (50452, 53951, 3499), (53951, 54861, 910), (54861, 58061, 3200), (58061, 58986, 925), (58986, 62045, 3059), (62045, 62983, 938), (62983, 69197, 6214)]",2.354
49,Actual Test 07,42,29.305,27.306,19.692,"[(0, 2045, 2045), (2045, 5660, 3615), (5660, 7153, 1493), (7153, 9157, 2004), (9157, 11548, 2391), (11548, 13061, 1513), (13061, 15272, 2211), (15272, 18026, 2754), (18026, 19063, 1037), (19063, 20819, 1756), (20819, 23826, 3007), (23826, 24863, 1037), (24863, 29305, 4442), (29305, 32920, 3615), (32920, 34413, 1493), (34413, 36417, 2004), (36417, 38808, 2391), (38808, 40321, 1513), (40321, 42532, 2211), (42532, 45286, 2754), (45286, 46323, 1037), (46323, 48079, 1756), (48079, 51086, 3007), (51086, 52123, 1037), (52123, 56611, 4488), (56611, 57369, 758), (57369, 60883, 3514), (60883, 61665, 782), (61665, 64581, 2916), (64581, 65475, 894), (65475, 68405, 2930), (68405, 69256, 851), (69256, 76303, 7047)]",1.999
50,Actual Test 07,44,30.983,28.995,21.236,"[(0, 2096, 2096), (2096, 4326, 2230), (4326, 6963, 2637), (6963, 10010, 3047), (10010, 11347, 1337), (11347, 14970, 3623), (14970, 18267, 3297), (18267, 25757, 7490), (25757, 26706, 949), (26706, 30983, 4277), (30983, 33213, 2230), (33213, 35850, 2637), (35850, 38897, 3047), (38897, 40234, 1337), (40234, 43857, 3623), (43857, 47154, 3297), (47154, 54644, 7490), (54644, 55593, 949), (55593, 59978, 4385), (59978, 60844, 866), (60844, 64313, 3469), (64313, 65208, 895), (65208, 68852, 3644), (68852, 69830, 978), (69830, 73222, 3392), (73222, 74201, 979), (74201, 81214, 7013)]",1.988
51,Actual Test 07,52,35.134,32.287,22.57,"[(0, 2252, 2252), (2252, 4064, 1812), (4064, 8036, 3972), (8036, 11541, 3505), (11541, 17571, 6030), (17571, 19530, 1959), (19530, 24953, 5423), (24953, 27150, 2197), (27150, 29862, 2712), (29862, 30960, 1098), (30960, 35134, 4174), (35134, 43950, 8816), (43950, 44233, 283), (44233, 49876, 5643), (49876, 50315, 439), (50315, 57579, 7264), (57579, 62349, 4770), (62349, 63223, 874), (63223, 67421, 4198), (67421, 68297, 876), (68297, 71869, 3572), (71869, 72913, 1044), (72913, 76771, 3858), (76771, 77851, 1080), (77851, 81748, 3897), (81748, 82704, 956), (82704, 89991, 7287)]",2.847
52,Actual Test 07,56,40.945,37.299,20.89,"[(0, 2363, 2363), (2363, 7091, 4728), (7091, 14167, 7076), (14167, 25166, 10999), (25166, 34646, 9480), (34646, 35578, 932), (35578, 40945, 5367), (40945, 45385, 4440), (45385, 52299, 6914), (52299, 62560, 10261), (62560, 72055, 9495), (72055, 72941, 886), (72941, 78244, 5303), (78244, 79062, 818), (79062, 81901, 2839), (81901, 82750, 849), (82750, 86221, 3471), (86221, 87250, 1029), (87250, 91136, 3886), (91136, 92045, 909), (92045, 99134, 7089)]",3.646
53,Actual Test 07,57,42.181,42.474,19.729,"[(0, 2137, 2137), (2137, 6622, 4485), (6622, 7766, 1144), (7766, 17572, 9806), (17572, 22426, 4854), (22426, 31322, 8896), (31322, 35671, 4349), (35671, 36586, 915), (36586, 42181, 5595), (42181, 47942, 5761), (47942, 50806, 2864), (50806, 51138, 332), (51138, 59091, 7953), (59091, 64436, 5345), (64436, 66081, 1645), (66081, 67399, 1318), (67399, 71464, 4065), (71464, 78215, 6751), (78215, 79132, 917), (79132, 84655, 5523), (84655, 85343, 688), (85343, 88883, 3540), (88883, 89623, 740), (89623, 93437, 3814), (93437, 94226, 789), (94226, 97025, 2799), (97025, 97749, 724), (97749, 104384, 6635)]",0.293
54,Actual Test 07,60,43.234,38.329,24.885,"[(0, 1936, 1936), (1936, 5126, 3190), (5126, 10363, 5237), (10363, 18407, 8044), (18407, 22201, 3794), (22201, 31698, 9497), (31698, 36661, 4963), (36661, 37711, 1050), (37711, 43234, 5523), (43234, 46249, 3015), (46249, 50820, 4571), (50820, 61478, 10658), (61478, 61956, 478), (61956, 70435, 8479), (70435, 75284, 4849), (75284, 76391, 1107), (76391, 81563, 5172), (81563, 82516, 953), (82516, 86305, 3789), (86305, 87278, 973), (87278, 91624, 4346), (91624, 92728, 1104), (92728, 97468, 4740), (97468, 98523, 1055), (98523, 106448, 7925)]",4.905
55,Actual Test 08,37,36.025,33.628,22.245,"[(0, 2437, 2437), (2437, 6240, 3803), (6240, 10383, 4143), (10383, 12815, 2432), (12815, 17081, 4266), (17081, 24855, 7774), (24855, 30250, 5395), (30250, 31717, 1467), (31717, 36025, 4308), (36025, 39827, 3802), (39827, 43971, 4144), (43971, 46403, 2432), (46403, 50669, 4266), (50669, 58443, 7774), (58443, 63838, 5395), (63838, 65305, 1467), (65305, 69653, 4348), (69653, 70653, 1000), (70653, 74022, 3369), (74022, 74907, 885), (74907, 78644, 3737), (78644, 79814, 1170), (79814, 83705, 3891), (83705, 84714, 1009), (84714, 91898, 7184)]",2.397
56,Actual Test 08,41,29.807,27.604,18.369,"[(0, 2257, 2257), (2257, 3887, 1630), (3887, 6480, 2593), (6480, 7827, 1347), (7827, 10405, 2578), (10405, 13109, 2704), (13109, 15380, 2271), (15380, 16739, 1359), (16739, 19653, 2914), (19653, 23435, 3782), (23435, 24637, 1202), (24637, 29807, 5170), (29807, 31437, 1630), (31437, 34030, 2593), (34030, 35378, 1348), (35378, 37956, 2578), (37956, 40660, 2704), (40660, 42931, 2271), (42931, 44289, 1358), (44289, 47204, 2915), (47204, 50985, 3781), (50985, 52187, 1202), (52187, 57411, 5224), (57411, 58358, 947), (58358, 61693, 3335), (61693, 62604, 911), (62604, 65525, 2921), (65525, 66572, 1047), (66572, 69102, 2530), (69102, 70075, 973), (70075, 75780, 5705)]",2.203
57,Actual Test 08,42,25.863,23.474,17.065,"[(0, 2411, 2411), (2411, 5789, 3378), (5789, 6911, 1122), (6911, 8517, 1606), (8517, 10617, 2100), (10617, 13482, 2865), (13482, 19393, 5911), (19393, 20647, 1254), (20647, 25863, 5216), (25863, 29241, 3378), (29241, 30363, 1122), (30363, 31969, 1606), (31969, 34069, 2100), (34069, 36934, 2865), (36934, 42845, 5911), (42845, 44099, 1254), (44099, 49337, 5238), (49337, 50192, 855), (50192, 52782, 2590), (52782, 53813, 1031), (53813, 56264, 2451), (56264, 57318, 1054), (57318, 59687, 2369), (59687, 60630, 943), (60630, 66402, 5772)]",2.389
58,Actual Test 08,44,25.458,23.119,19.445,"[(0, 2377, 2377), (2377, 3782, 1405), (3782, 5462, 1680), (5462, 7334, 1872), (7334, 9206, 1872), (9206, 13348, 4142), (13348, 15159, 1811), (15159, 19816, 4657), (19816, 20956, 1140), (20956, 25458, 4502), (25458, 26863, 1405), (26863, 28542, 1679), (28542, 30414, 1872), (30414, 32286, 1872), (32286, 36429, 4143), (36429, 38239, 1810), (38239, 42897, 4658), (42897, 44039, 1142), (44039, 48577, 4538), (48577, 49448, 871), (49448, 52305, 2857), (52305, 53193, 888), (53193, 56181, 2988), (56181, 57198, 1017), (57198, 60169, 2971), (60169, 61278, 1109), (61278, 68022, 6744)]",2.339
59,Actual Test 08,45,28.257,25.959,22.531,"[(0, 2285, 2285), (2285, 4923, 2638), (4923, 7351, 2428), (7351, 8713, 1362), (8713, 10058, 1345), (10058, 12822, 2764), (12822, 15892, 3070), (15892, 17005, 1113), (17005, 18833, 1828), (18833, 22919, 4086), (22919, 23859, 940), (23859, 28257, 4398), (28257, 30895, 2638), (30895, 33323, 2428), (33323, 34684, 1361), (34684, 36029, 1345), (36029, 38794, 2765), (38794, 41864, 3070), (41864, 42976, 1112), (42976, 44805, 1829), (44805, 48891, 4086), (48891, 49831, 940), (49831, 54216, 4385), (54216, 55140, 924), (55140, 59766, 4626), (59766, 60745, 979), (60745, 65013, 4268), (65013, 65949, 936), (65949, 69453, 3504), (69453, 70467, 1014), (70467, 76747, 6280)]",2.298
60,Actual Test 08,52,37.087,33.801,19.834,"[(0, 2372, 2372), (2372, 7901, 5529), (7901, 13021, 5120), (13021, 16863, 3842), (16863, 18328, 1465), (18328, 25948, 7620), (25948, 30864, 4916), (30864, 32037, 1173), (32037, 37087, 5050), (37087, 42323, 5236), (42323, 44961, 2638), (44961, 46764, 1803), (46764, 50671, 3907), (50671, 51985, 1314), (51985, 56334, 4349), (56334, 59193, 2859), (59193, 64340, 5147), (64340, 65687, 1347), (65687, 70888, 5201), (70888, 71895, 1007), (71895, 75287, 3392), (75287, 76090, 803), (76090, 79568, 3478), (79568, 80404, 836), (80404, 83289, 2885), (83289, 84201, 912), (84201, 90722, 6521)]",3.286
61,Actual Test 08,56,33.406,30.854,18.599,"[(0, 2571, 2571), (2571, 6244, 3673), (6244, 13908, 7664), (13908, 17912, 4004), (17912, 26547, 8635), (26547, 27649, 1102), (27649, 33406, 5757), (33406, 34835, 1429), (34835, 37025, 2190), (37025, 39614, 2589), (39614, 41471, 1857), (41471, 44810, 3339), (44810, 45594, 784), (45594, 46651, 1057), (46651, 50498, 3847), (50498, 57386, 6888), (57386, 58571, 1185), (58571, 64260, 5689), (64260, 65192, 932), (65192, 68106, 2914), (68106, 68987, 881), (68987, 71647, 2660), (71647, 72539, 892), (72539, 75551, 3012), (75551, 76229, 678), (76229, 82859, 6630)]",2.552
62,Actual Test 08,57,39.943,40.207,24.443,"[(0, 2454, 2454), (2454, 7315, 4861), (7315, 9200, 1885), (9200, 10847, 1647), (10847, 13726, 2879), (13726, 16614, 2888), (16614, 21242, 4628), (21242, 25684, 4442), (25684, 27189, 1505), (27189, 28720, 1531), (28720, 30820, 2100), (30820, 34125, 3305), (34125, 35383, 1258), (35383, 39943, 4560), (39943, 47746, 7803), (47746, 52639, 4893), (52639, 55419, 2780), (55419, 60626, 5207), (60626, 65335, 4709), (65335, 74058, 8723), (74058, 75481, 1423), (75481, 80150, 4669), (80150, 81121, 971), (81121, 84955, 3834), (84955, 85995, 1040), (85995, 89569, 3574), (89569, 90888, 1319), (90888, 95280, 4392), (95280, 96663, 1383), (96663, 104593, 7930)]",0.264
63,Actual Test 08,59,34.001,33.486,24.306,"[(0, 2405, 2405), (2405, 4014, 1609), (4014, 8076, 4062), (8076, 9890, 1814), (9890, 11550, 1660), (11550, 15735, 4185), (15735, 18872, 3137), (18872, 23025, 4153), (23025, 25658, 2633), (25658, 28833, 3175), (28833, 30030, 1197), (30030, 34001, 3971), (34001, 40420, 6419), (40420, 44106, 3686), (44106, 48307, 4201), (48307, 56041, 7734), (56041, 62008, 5967), (62008, 63246, 1238), (63246, 67487, 4241), (67487, 68358, 871), (68358, 72048, 3690), (72048, 73016, 968), (73016, 77959, 4943), (77959, 79045, 1086), (79045, 83095, 4050), (83095, 84323, 1228), (84323, 91793, 7470)]",0.515
64,Actual Test 08,60,45.874,42.545,23.41,"[(0, 2267, 2267), (2267, 7282, 5015), (7282, 12001, 4719), (12001, 16725, 4724), (16725, 20214, 3489), (20214, 22159, 1945), (22159, 28063, 5904), (28063, 31100, 3037), (31100, 35003, 3903), (35003, 40631, 5628), (40631, 41631, 1000), (41631, 45874, 4243), (45874, 50147, 4273), (50147, 51904, 1757), (51904, 54718, 2814), (54718, 62828, 8110), (62828, 64528, 1700), (64528, 68523, 3995), (68523, 70464, 1941), (70464, 73333, 2869), (73333, 74480, 1147), (74480, 77248, 2768), (77248, 79753, 2505), (79753, 82884, 3131), (82884, 84192, 1308), (84192, 88419, 4227), (88419, 89512, 1093), (89512, 93403, 3891), (93403, 94312, 909), (94312, 98393, 4081), (98393, 99251, 858), (99251, 103650, 4399), (103650, 104532, 882), (104532, 111829, 7297)]",3.329
65,Actual Test 09,37,33.495,31.062,22.116,"[(0, 2450, 2450), (2450, 4923, 2473), (4923, 8641, 3718), (8641, 12807, 4166), (12807, 16100, 3293), (16100, 18170, 2070), (18170, 21035, 2865), (21035, 22725, 1690), (22725, 27889, 5164), (27889, 29065, 1176), (29065, 33495, 4430), (33495, 35968, 2473), (35968, 39686, 3718), (39686, 43852, 4166), (43852, 47146, 3294), (47146, 49216, 2070), (49216, 52080, 2864), (52080, 53770, 1690), (53770, 58934, 5164), (58934, 60110, 1176), (60110, 64557, 4447), (64557, 65426, 869), (65426, 68748, 3322), (68748, 69645, 897), (69645, 73068, 3423), (73068, 74176, 1108), (74176, 78436, 4260), (78436, 79498, 1062), (79498, 86673, 7175)]",2.433
66,Actual Test 09,41,27.165,24.847,19.301,"[(0, 2300, 2300), (2300, 3830, 1530), (3830, 5590, 1760), (5590, 8584, 2994), (8584, 12841, 4257), (12841, 15686, 2845), (15686, 16881, 1195), (16881, 21386, 4505), (21386, 22548, 1162), (22548, 27165, 4617), (27165, 28695, 1530), (28695, 30455, 1760), (30455, 33449, 2994), (33449, 37706, 4257), (37706, 40551, 2845), (40551, 41746, 1195), (41746, 46251, 4505), (46251, 47413, 1162), (47413, 52012, 4599), (52012, 52855, 843), (52855, 55529, 2674), (55529, 56461, 932), (56461, 59908, 3447), (59908, 60936, 1028), (60936, 64182, 3246), (64182, 65193, 1011), (65193, 71313, 6120)]",2.318
67,Actual Test 09,44,28.565,26.117,18.094,"[(0, 2353, 2353), (2353, 4268, 1915), (4268, 7794, 3526), (7794, 9497, 1703), (9497, 12155, 2658), (12155, 14422, 2267), (14422, 15594, 1172), (15594, 17618, 2024), (17618, 22910, 5292), (22910, 23879, 969), (23879, 28565, 4686), (28565, 30469, 1904), (30469, 33995, 3526), (33995, 35697, 1702), (35697, 38355, 2658), (38355, 40622, 2267), (40622, 41794, 1172), (41794, 43818, 2024), (43818, 49111, 5293), (49111, 50079, 968), (50079, 54682, 4603), (54682, 55489, 807), (55489, 58141, 2652), (58141, 58910, 769), (58910, 61654, 2744), (61654, 62529, 875), (62529, 65482, 2953), (65482, 66295, 813), (66295, 72776, 6481)]",2.448
68,Actual Test 09,45,30.8,28.543,20.199,"[(0, 2286, 2286), (2286, 5393, 3107), (5393, 7743, 2350), (7743, 8892, 1149), (8892, 12402, 3510), (12402, 13142, 740), (13142, 14379, 1237), (14379, 15892, 1513), (15892, 20350, 4458), (20350, 24726, 4376), (24726, 25809, 1083), (25809, 30800, 4991), (30800, 33907, 3107), (33907, 36257, 2350), (36257, 37406, 1149), (37406, 40918, 3512), (40918, 41656, 738), (41656, 42893, 1237), (42893, 44406, 1513), (44406, 48864, 4458), (48864, 53240, 4376), (53240, 54323, 1083), (54323, 59343, 5020), (59343, 60184, 841), (60184, 63400, 3216), (63400, 64349, 949), (64349, 67638, 3289), (67638, 68689, 1051), (68689, 71930, 3241), (71930, 73211, 1281), (73211, 79542, 6331)]",2.257
