,folder,no,sl0,sl1,sl2,dur,diff
10,서울대 최신기출 2,37,28.226,26.879,24.463,"[(0, 1993, 1993), (1993, 22867, 20874), (22867, 23983, 1116), (23983, 28226, 4243), (28226, 49691, 21465), (49691, 50775, 1084), (50775, 55105, 4330), (55105, 55979, 874), (55979, 60421, 4442), (60421, 61321, 900), (61321, 65717, 4396), (65717, 66648, 931), (66648, 71339, 4691), (71339, 72273, 934), (72273, 79568, 7295)]",1.347
11,서울대 최신기출 2,41,23.87,21.672,20.468,"[(0, 1935, 1935), (1935, 18743, 16808), (18743, 19783, 1040), (19783, 23870, 4087), (23870, 40431, 16561), (40431, 41465, 1034), (41465, 45542, 4077), (45542, 46419, 877), (46419, 50016, 3597), (50016, 50886, 870), (50886, 54084, 3198), (54084, 55026, 942), (55026, 58522, 3496), (58522, 59443, 921), (59443, 66010, 6567)]",2.198
12,서울대 최신기출 2,42,30.946,29.03,22.021,"[(0, 2029, 2029), (2029, 6111, 4082), (6111, 8749, 2638), (8749, 15175, 6426), (15175, 17464, 2289), (17464, 19314, 1850), (19314, 20521, 1207), (20521, 25504, 4983), (25504, 26694, 1190), (26694, 30946, 4252), (30946, 37828, 6882), (37828, 46489, 8661), (46489, 49599, 3110), (49599, 54592, 4993), (54592, 55674, 1082), (55674, 59976, 4302), (59976, 60896, 920), (60896, 64776, 3880), (64776, 65750, 974), (65750, 69426, 3676), (69426, 70450, 1024), (70450, 74466, 4016), (74466, 75396, 930), (75396, 81997, 6601)]",1.916
13,서울대 최신기출 2,44,24.468,22.05,21.008,"[(0, 2013, 2013), (2013, 4606, 2593), (4606, 19305, 14699), (19305, 20468, 1163), (20468, 24468, 4000), (24468, 41356, 16888), (41356, 42449, 1093), (42449, 46518, 4069), (46518, 47442, 924), (47442, 51074, 3632), (51074, 52000, 926), (52000, 55252, 3252), (55252, 56261, 1009), (56261, 59915, 3654), (59915, 60879, 964), (60879, 67526, 6647)]",2.418
14,서울대 최신기출 2,45,28.018,25.952,22.019,"[(0, 2022, 2022), (2022, 7730, 5708), (7730, 14101, 6371), (14101, 22467, 8366), (22467, 23531, 1064), (23531, 28018, 4487), (28018, 48425, 20407), (48425, 49479, 1054), (49479, 53970, 4491), (53970, 54821, 851), (54821, 58358, 3537), (58358, 59273, 915), (59273, 63064, 3791), (63064, 64022, 958), (64022, 68320, 4298), (68320, 69201, 881), (69201, 75989, 6788)]",2.066
15,서울대 최신기출 2,52,37.122,35.406,24.934,"[(0, 2036, 2036), (2036, 6458, 4422), (6458, 10842, 4384), (10842, 16048, 5206), (16048, 20684, 4636), (20684, 25194, 4510), (25194, 32421, 7227), (32421, 33433, 1012), (33433, 37122, 3689), (37122, 45983, 8861), (45983, 51209, 5226), (51209, 55886, 4677), (55886, 60488, 4602), (60488, 67764, 7276), (67764, 68794, 1030), (68794, 72528, 3734), (72528, 73540, 1012), (73540, 77789, 4249), (77789, 78713, 924), (78713, 83240, 4527), (83240, 84204, 964), (84204, 88711, 4507), (88711, 89671, 960), (89671, 97462, 7791)]",1.716
16,서울대 최신기출 2,56,44.272,41.889,20.104,"[(0, 2065, 2065), (2065, 9213, 7148), (9213, 17880, 8667), (17880, 28275, 10395), (28275, 38625, 10350), (38625, 39617, 992), (39617, 44272, 4655), (44272, 51449, 7177), (51449, 59908, 8459), (59908, 70100, 10192), (70100, 73535, 3435), (73535, 80398, 6863), (80398, 81320, 922), (81320, 86161, 4841), (86161, 87057, 896), (87057, 90370, 3313), (90370, 91322, 952), (91322, 94620, 3298), (94620, 95615, 995), (95615, 98596, 2981), (98596, 99579, 983), (99579, 106265, 6686)]",2.383
17,서울대 최신기출 2,57,41.079,38.142,23.23,"[(0, 2074, 2074), (2074, 8797, 6723), (8797, 18643, 9846), (18643, 22983, 4340), (22983, 27196, 4213), (27196, 34623, 7427), (34623, 35729, 1106), (35729, 41079, 5350), (41079, 47848, 6769), (47848, 57173, 9325), (57173, 61340, 4167), (61340, 65587, 4247), (65587, 72774, 7187), (72774, 73991, 1217), (73991, 79221, 5230), (79221, 80146, 925), (80146, 84300, 4154), (84300, 85276, 976), (85276, 89453, 4177), (89453, 90469, 1016), (90469, 94646, 4177), (94646, 95624, 978), (95624, 102451, 6827)]",2.937
18,서울대 최신기출 2,59,41.314,39.069,24.968,"[(0, 1994, 1994), (1994, 9540, 7546), (9540, 15689, 6149), (15689, 22204, 6515), (22204, 25141, 2937), (25141, 30025, 4884), (30025, 35751, 5726), (35751, 36838, 1087), (36838, 41314, 4476), (41314, 48766, 7452), (48766, 54616, 5850), (54616, 61167, 6551), (61167, 64009, 2842), (64009, 69057, 5048), (69057, 74509, 5452), (74509, 75735, 1226), (75735, 80383, 4648), (80383, 81304, 921), (81304, 85614, 4310), (85614, 86569, 955), (86569, 91506, 4937), (91506, 92472, 966), (92472, 97307, 4835), (97307, 98301, 994), (98301, 105351, 7050)]",2.245
19,서울대 최신기출 2,60,34.092,32.93,22.096,"[(0, 1840, 1840), (1840, 5738, 3898), (5738, 8164, 2426), (8164, 11876, 3712), (11876, 14006, 2130), (14006, 18797, 4791), (18797, 20261, 1464), (20261, 26738, 6477), (26738, 27693, 955), (27693, 34092, 6399), (34092, 40336, 6244), (40336, 44260, 3924), (44260, 46442, 2182), (46442, 51370, 4928), (51370, 52955, 1585), (52955, 59623, 6668), (59623, 67022, 7399), (67022, 67805, 783), (67805, 71696, 3891), (71696, 72589, 893), (72589, 76572, 3983), (76572, 77440, 868), (77440, 81472, 4032), (81472, 82330, 858), (82330, 89118, 6788)]",1.162
20,서울대 최신기출 3,37,25.29,24.303,20.832,"[(0, 2016, 2016), (2016, 20636, 18620), (20636, 21456, 820), (21456, 25290, 3834), (25290, 44618, 19328), (44618, 45619, 1001), (45619, 49593, 3974), (49593, 50488, 895), (50488, 54270, 3782), (54270, 55192, 922), (55192, 58571, 3379), (58571, 59496, 925), (59496, 63052, 3556), (63052, 63975, 923), (63975, 70425, 6450)]",0.987
21,서울대 최신기출 3,41,27.542,25.68,19.215,"[(0, 1950, 1950), (1950, 22368, 20418), (22368, 23391, 1023), (23391, 27542, 4151), (27542, 48073, 20531), (48073, 49108, 1035), (49108, 53222, 4114), (53222, 54093, 871), (54093, 57242, 3149), (57242, 58173, 931), (58173, 61480, 3307), (61480, 62434, 954), (62434, 65303, 2869), (65303, 66230, 927), (66230, 72437, 6207)]",1.862
22,서울대 최신기출 3,42,23.534,20.803,19.584,"[(0, 2004, 2004), (2004, 17417, 15413), (17417, 18499, 1082), (18499, 23534, 5035), (23534, 38146, 14612), (38146, 39411, 1265), (39411, 44337, 4926), (44337, 45247, 910), (45247, 48613, 3366), (48613, 49574, 961), (49574, 52634, 3060), (52634, 53606, 972), (53606, 56862, 3256), (56862, 57813, 951), (57813, 63921, 6108)]",2.731
23,서울대 최신기출 3,44,25.627,24.037,22.851,"[(0, 1962, 1962), (1962, 20512, 18550), (20512, 21590, 1078), (21590, 25627, 4037), (25627, 44457, 18830), (44457, 45642, 1185), (45642, 49664, 4022), (49664, 50648, 984), (50648, 54457, 3809), (54457, 55416, 959), (55416, 58947, 3531), (58947, 59979, 1032), (59979, 64292, 4313), (64292, 65267, 975), (65267, 72515, 7248)]",1.59
24,서울대 최신기출 3,45,23.873,21.379,20.654,"[(0, 2055, 2055), (2055, 18918, 16863), (18918, 19945, 1027), (19945, 23873, 3928), (23873, 40310, 16437), (40310, 41360, 1050), (41360, 45252, 3892), (45252, 46132, 880), (46132, 49517, 3385), (49517, 50432, 915), (50432, 54057, 3625), (54057, 54981, 924), (54981, 58197, 3216), (58197, 59121, 924), (59121, 65906, 6785)]",2.494
25,서울대 최신기출 3,52,37.963,38.443,24.844,"[(0, 1900, 1900), (1900, 12439, 10539), (12439, 13379, 940), (13379, 18648, 5269), (18648, 24142, 5494), (24142, 32535, 8393), (32535, 33512, 977), (33512, 37963, 4451), (37963, 48502, 10539), (48502, 49519, 1017), (49519, 52889, 3370), (52889, 55653, 2764), (55653, 61482, 5829), (61482, 66323, 4841), (66323, 70905, 4582), (70905, 71974, 1069), (71974, 76406, 4432), (76406, 77319, 913), (77319, 82238, 4919), (82238, 83134, 896), (83134, 87287, 4153), (87287, 88185, 898), (88185, 92596, 4411), (92596, 93511, 915), (93511, 101250, 7739)]",0.48
26,서울대 최신기출 3,56,41.091,38.363,22.605,"[(0, 2090, 2090), (2090, 10082, 7992), (10082, 15286, 5204), (15286, 19428, 4142), (19428, 25552, 6124), (25552, 34671, 9119), (34671, 35669, 998), (35669, 41091, 5422), (41091, 42002, 911), (42002, 46456, 4454), (46456, 49045, 2589), (49045, 54014, 4969), (54014, 58576, 4562), (58576, 59472, 896), (59472, 64416, 4944), (64416, 67171, 2755), (67171, 73115, 5944), (73115, 74028, 913), (74028, 79454, 5426), (79454, 80325, 871), (80325, 84239, 3914), (84239, 85097, 858), (85097, 89285, 4188), (89285, 90212, 927), (90212, 94251, 4039), (94251, 95132, 881), (95132, 102059, 6927)]",2.728
27,서울대 최신기출 3,57,36.33,33.836,27.4,"[(0, 2006, 2006), (2006, 6733, 4727), (6733, 10213, 3480), (10213, 15885, 5672), (15885, 21836, 5951), (21836, 31134, 9298), (31134, 32219, 1085), (32219, 36330, 4111), (36330, 40625, 4295), (40625, 50163, 9538), (50163, 55640, 5477), (55640, 65104, 9464), (65104, 66221, 1117), (66221, 70166, 3945), (70166, 71101, 935), (71101, 76371, 5270), (76371, 77319, 948), (77319, 82830, 5511), (82830, 83840, 1010), (83840, 89272, 5432), (89272, 90227, 955), (90227, 97566, 7339)]",2.494
28,서울대 최신기출 3,59,43.327,40.795,26.845,"[(0, 2103, 2103), (2103, 7427, 5324), (7427, 10671, 3244), (10671, 12861, 2190), (12861, 18403, 5542), (18403, 23409, 5006), (23409, 32490, 9081), (32490, 33711, 1221), (33711, 38171, 4460), (38171, 39271, 1100), (39271, 43327, 4056), (43327, 49154, 5827), (49154, 54520, 5366), (54520, 59669, 5149), (59669, 64997, 5328), (64997, 73692, 8695), (73692, 78740, 5048), (78740, 79868, 1128), (79868, 84122, 4254), (84122, 85062, 940), (85062, 89810, 4748), (89810, 90802, 992), (90802, 95936, 5134), (95936, 96908, 972), (96908, 101735, 4827), (101735, 102712, 977), (102712, 110967, 8255)]",2.532
29,서울대 최신기출 3,60,38.036,36.454,21.219,"[(0, 1834, 1834), (1834, 3936, 2102), (3936, 10468, 6532), (10468, 14851, 4383), (14851, 21273, 6422), (21273, 32134, 10861), (32134, 33100, 966), (33100, 38036, 4936), (38036, 40339, 2303), (40339, 43460, 3121), (43460, 47394, 3934), (47394, 53931, 6537), (53931, 58224, 4293), (58224, 68540, 10316), (68540, 69580, 1040), (69580, 74490, 4910), (74490, 75354, 864), (75354, 78642, 3288), (78642, 79559, 917), (79559, 83503, 3944), (83503, 84446, 943), (84446, 88369, 3923), (88369, 89277, 908), (89277, 95709, 6432)]",1.582
30,서울대 최신기출 4,37,27.974,25.133,22.464,"[(0, 1986, 1986), (1986, 5740, 3754), (5740, 9092, 3352), (9092, 12041, 2949), (12041, 15061, 3020), (15061, 22979, 7918), (22979, 24054, 1075), (24054, 27974, 3920), (27974, 48134, 20160), (48134, 49174, 1040), (49174, 53107, 3933), (53107, 53987, 880), (53987, 57975, 3988), (57975, 58811, 836), (58811, 62740, 3929), (62740, 63683, 943), (63683, 67833, 4150), (67833, 68732, 899), (68732, 75571, 6839)]",2.841
31,서울대 최신기출 4,41,26.4,25.156,21.116,"[(0, 1961, 1961), (1961, 8118, 6157), (8118, 21295, 13177), (21295, 22362, 1067), (22362, 26400, 4038), (26400, 29004, 2604), (29004, 30141, 1137), (30141, 32680, 2539), (32680, 33494, 814), (33494, 35970, 2476), (35970, 42205, 6235), (42205, 46497, 4292), (46497, 47546, 1049), (47546, 51556, 4010), (51556, 52427, 871), (52427, 55930, 3503), (55930, 56861, 931), (56861, 60644, 3783), (60644, 61604, 960), (61604, 65152, 3548), (65152, 66068, 916), (66068, 72672, 6604)]",1.244
32,서울대 최신기출 4,42,25.702,23.763,20.856,"[(0, 2037, 2037), (2037, 20299, 18262), (20299, 21396, 1097), (21396, 25702, 4306), (25702, 30572, 4870), (30572, 33597, 3025), (33597, 44130, 10533), (44130, 45226, 1096), (45226, 49465, 4239), (49465, 50419, 954), (50419, 54168, 3749), (54168, 55163, 995), (55163, 58473, 3310), (58473, 59544, 1071), (59544, 62703, 3159), (62703, 63693, 990), (63693, 70321, 6628)]",1.939
33,서울대 최신기출 4,44,24.262,21.59,21.83,"[(0, 1986, 1986), (1986, 4082, 2096), (4082, 11597, 7515), (11597, 18954, 7357), (18954, 20035, 1081), (20035, 24262, 4227), (24262, 26199, 1937), (26199, 33577, 7378), (33577, 40607, 7030), (40607, 41714, 1107), (41714, 45852, 4138), (45852, 46810, 958), (46810, 50495, 3685), (50495, 51527, 1032), (51527, 55537, 4010), (55537, 56587, 1050), (56587, 59866, 3279), (59866, 60897, 1031), (60897, 67682, 6785)]",2.672
34,서울대 최신기출 4,45,27.224,25.29,20.158,"[(0, 2093, 2093), (2093, 14760, 12667), (14760, 22227, 7467), (22227, 23288, 1061), (23288, 27224, 3936), (27224, 42805, 15581), (42805, 47394, 4589), (47394, 48523, 1129), (48523, 52514, 3991), (52514, 53366, 852), (53366, 56584, 3218), (56584, 57518, 934), (57518, 60929, 3411), (60929, 61889, 960), (61889, 65129, 3240), (65129, 66082, 953), (66082, 72672, 6590)]",1.934
35,서울대 최신기출 4,52,36.054,35.806,23.146,"[(0, 1984, 1984), (1984, 9251, 7267), (9251, 20077, 10826), (20077, 31266, 11189), (31266, 32296, 1030), (32296, 36054, 3758), (36054, 43414, 7360), (43414, 47491, 4077), (47491, 54867, 7376), (54867, 57436, 2569), (57436, 66992, 9556), (66992, 68017, 1025), (68017, 71860, 3843), (71860, 72745, 885), (72745, 76815, 4070), (76815, 77779, 964), (77779, 82044, 4265), (82044, 83020, 976), (83020, 87051, 4031), (87051, 87977, 926), (87977, 95006, 7029)]",0.248
36,서울대 최신기출 4,56,38.011,34.688,19.721,"[(0, 2043, 2043), (2043, 6404, 4361), (6404, 12353, 5949), (12353, 13728, 1375), (13728, 16338, 2610), (16338, 18021, 1683), (18021, 22932, 4911), (22932, 31307, 8375), (31307, 32265, 958), (32265, 38011, 5746), (38011, 44686, 6675), (44686, 47658, 2972), (47658, 49012, 1354), (49012, 53048, 4036), (53048, 57678, 4630), (57678, 66086, 8408), (66086, 67045, 959), (67045, 72699, 5654), (72699, 73563, 864), (73563, 76635, 3072), (76635, 77571, 936), (77571, 80802, 3231), (80802, 81766, 964), (81766, 84999, 3233), (84999, 85998, 999), (85998, 92420, 6422)]",3.323
37,서울대 최신기출 4,57,38.063,36.413,26.016,"[(0, 2005, 2005), (2005, 9593, 7588), (9593, 13735, 4142), (13735, 16562, 2827), (16562, 25060, 8498), (25060, 33137, 8077), (33137, 34204, 1067), (34204, 38063, 3859), (38063, 46014, 7951), (46014, 50060, 4046), (50060, 53027, 2967), (53027, 56869, 3842), (56869, 60920, 4051), (60920, 69325, 8405), (69325, 70362, 1037), (70362, 74476, 4114), (74476, 75482, 1006), (75482, 80536, 5054), (80536, 81527, 991), (81527, 86475, 4948), (86475, 87503, 1028), (87503, 92038, 4535), (92038, 92998, 960), (92998, 100492, 7494)]",1.65
38,서울대 최신기출 4,59,36.755,34.566,24.6,"[(0, 1952, 1952), (1952, 7735, 5783), (7735, 12353, 4618), (12353, 16162, 3809), (16162, 19328, 3166), (19328, 22657, 3329), (22657, 31003, 8346), (31003, 32109, 1106), (32109, 36755, 4646), (36755, 42906, 6151), (42906, 45004, 2098), (45004, 47545, 2541), (47545, 51024, 3479), (51024, 54183, 3159), (54183, 57368, 3185), (57368, 65430, 8062), (65430, 66713, 1283), (66713, 71321, 4608), (71321, 72272, 951), (72272, 76850, 4578), (76850, 77798, 948), (77798, 81683, 3885), (81683, 82704, 1021), (82704, 87455, 4751), (87455, 88525, 1070), (88525, 95921, 7396)]",2.189
39,서울대 최신기출 4,60,42.867,41.898,23.965,"[(0, 1860, 1860), (1860, 7111, 5251), (7111, 13132, 6021), (13132, 19657, 6525), (19657, 21507, 1850), (21507, 30007, 8500), (30007, 37443, 7436), (37443, 38435, 992), (38435, 42867, 4432), (42867, 48597, 5730), (48597, 50734, 2137), (50734, 54532, 3798), (54532, 57716, 3184), (57716, 63123, 5407), (63123, 71420, 8297), (71420, 79195, 7775), (79195, 80237, 1042), (80237, 84765, 4528), (84765, 85707, 942), (85707, 90232, 4525), (90232, 91106, 874), (91106, 95063, 3957), (95063, 96050, 987), (96050, 100499, 4449), (100499, 101408, 909), (101408, 108730, 7322)]",0.969
40,서울대 최신기출 5,37,21.83,19.277,21.455,"[(0, 2035, 2035), (2035, 16394, 14359), (16394, 17468, 1074), (17468, 21830, 4362), (21830, 27466, 5636), (27466, 35781, 8315), (35781, 36808, 1027), (36808, 41107, 4299), (41107, 41971, 864), (41971, 45371, 3400), (45371, 46289, 918), (46289, 50099, 3810), (50099, 51041, 942), (51041, 54581, 3540), (54581, 55513, 932), (55513, 62562, 7049)]",2.553
41,서울대 최신기출 5,41,27.616,25.928,18.684,"[(0, 1946, 1946), (1946, 4695, 2749), (4695, 11871, 7176), (11871, 21877, 10006), (21877, 22894, 1017), (22894, 27616, 4722), (27616, 47755, 20139), (47755, 48774, 1019), (48774, 53544, 4770), (53544, 54394, 850), (54394, 57676, 3282), (57676, 58614, 938), (58614, 61249, 2635), (61249, 62202, 953), (62202, 65480, 3278), (65480, 66404, 924), (66404, 72228, 5824)]",1.688
42,서울대 최신기출 5,42,25.038,23.331,21.142,"[(0, 1991, 1991), (1991, 19721, 17730), (19721, 20822, 1101), (20822, 25038, 4216), (25038, 28226, 3188), (28226, 43042, 14816), (43042, 44139, 1097), (44139, 48369, 4230), (48369, 49270, 901), (49270, 52798, 3528), (52798, 53735, 937), (53735, 57229, 3494), (57229, 58216, 987), (58216, 61832, 3616), (61832, 62805, 973), (62805, 69511, 6706)]",1.707
43,서울대 최신기출 5,44,26.061,23.755,20.27,"[(0, 1981, 1981), (1981, 20888, 18907), (20888, 21960, 1072), (21960, 26061, 4101), (26061, 31527, 5466), (31527, 40571, 9044), (40571, 44632, 4061), (44632, 45749, 1117), (45749, 49816, 4067), (49816, 50714, 898), (50714, 54328, 3614), (54328, 55278, 950), (55278, 58856, 3578), (58856, 59836, 980), (59836, 62925, 3089), (62925, 63875, 950), (63875, 70086, 6211)]",2.306
44,서울대 최신기출 5,45,25.15,23.071,21.812,"[(0, 2047, 2047), (2047, 20137, 18090), (20137, 21195, 1058), (21195, 25150, 3955), (25150, 43239, 18089), (43239, 44264, 1025), (44264, 48221, 3957), (48221, 49103, 882), (49103, 53085, 3982), (53085, 54013, 928), (54013, 57839, 3826), (57839, 58789, 950), (58789, 62395, 3606), (62395, 63309, 914), (63309, 70033, 6724)]",2.079
45,서울대 최신기출 5,52,38.263,37.798,24.666,"[(0, 2058, 2058), (2058, 9851, 7793), (9851, 18632, 8781), (18632, 27137, 8505), (27137, 32310, 5173), (32310, 33340, 1030), (33340, 38263, 4923), (38263, 46572, 8309), (46572, 56063, 9491), (56063, 64912, 8849), (64912, 70132, 5220), (70132, 71162, 1030), (71162, 76061, 4899), (76061, 76936, 875), (76936, 81220, 4284), (81220, 82161, 941), (82161, 87143, 4982), (87143, 88091, 948), (88091, 92059, 3968), (92059, 93002, 943), (93002, 100727, 7725)]",0.465
46,서울대 최신기출 5,56,41.734,40.64,23.212,"[(0, 2082, 2082), (2082, 7464, 5382), (7464, 13685, 6221), (13685, 17294, 3609), (17294, 22104, 4810), (22104, 28179, 6075), (28179, 31715, 3536), (31715, 36848, 5133), (36848, 37881, 1033), (37881, 41734, 3853), (41734, 46932, 5198), (46932, 49280, 2348), (49280, 57469, 8189), (57469, 62369, 4900), (62369, 68484, 6115), (68484, 77408, 8924), (77408, 78475, 1067), (78475, 82374, 3899), (82374, 83238, 864), (83238, 87576, 4338), (87576, 88492, 916), (88492, 92309, 3817), (92309, 93297, 988), (93297, 97303, 4006), (97303, 98250, 947), (98250, 105586, 7336)]",1.094
47,서울대 최신기출 5,57,44.175,41.129,21.902,"[(0, 2060, 2060), (2060, 6730, 4670), (6730, 9443, 2713), (9443, 14524, 5081), (14524, 18109, 3585), (18109, 23935, 5826), (23935, 32037, 8102), (32037, 38304, 6267), (38304, 39350, 1046), (39350, 44175, 4825), (44175, 51074, 6899), (51074, 56131, 5057), (56131, 59820, 3689), (59820, 65459, 5639), (65459, 73218, 7759), (73218, 79283, 6065), (79283, 80409, 1126), (80409, 85304, 4895), (85304, 86212, 908), (86212, 89976, 3764), (89976, 90940, 964), (90940, 94414, 3474), (94414, 95395, 981), (95395, 99510, 4115), (99510, 100423, 913), (100423, 107206, 6783)]",3.046
48,서울대 최신기출 5,59,37.999,35.291,24.015,"[(0, 2013, 2013), (2013, 5458, 3445), (5458, 12755, 7297), (12755, 16514, 3759), (16514, 23292, 6778), (23292, 32243, 8951), (32243, 33462, 1219), (33462, 37999, 4537), (37999, 41399, 3400), (41399, 48487, 7088), (48487, 52242, 3755), (52242, 59173, 6931), (59173, 67574, 8401), (67574, 68703, 1129), (68703, 73290, 4587), (73290, 74211, 921), (74211, 78392, 4181), (78392, 79335, 943), (79335, 83440, 4105), (83440, 84421, 981), (84421, 88669, 4248), (88669, 89620, 951), (89620, 97305, 7685)]",2.708
49,서울대 최신기출 5,60,37.56,35.885,20.494,"[(0, 1799, 1799), (1799, 9814, 8015), (9814, 13729, 3915), (13729, 21314, 7585), (21314, 26216, 4902), (26216, 32611, 6395), (32611, 33645, 1034), (33645, 37560, 3915), (37560, 45799, 8239), (45799, 49612, 3813), (49612, 57148, 7536), (57148, 68409, 11261), (68409, 69476, 1067), (69476, 73445, 3969), (73445, 74313, 868), (74313, 77685, 3372), (77685, 78585, 900), (78585, 82080, 3495), (82080, 83020, 940), (83020, 86615, 3595), (86615, 87540, 925), (87540, 93939, 6399)]",1.675
50,서울대 최신기출 6,37,26.728,23.871,22.7,"[(0, 2004, 2004), (2004, 10225, 8221), (10225, 21165, 10940), (21165, 22285, 1120), (22285, 26728, 4443), (26728, 45162, 18434), (45162, 46212, 1050), (46212, 50599, 4387), (50599, 51453, 854), (51453, 56877, 5424), (56877, 57783, 906), (57783, 61545, 3762), (61545, 62507, 962), (62507, 65889, 3382), (65889, 66787, 898), (66787, 73299, 6512)]",2.857
