,folder,no,sl0,sl1,sl2,dur,diff
40,5. 적중예상 TEST 5,37,34.093,32.003,22.327,"[(0, 2089, 2089), (2089, 7450, 5361), (7450, 11297, 3847), (11297, 13371, 2074), (13371, 16486, 3115), (16486, 19295, 2809), (19295, 20177, 882), (20177, 23244, 3067), (23244, 28888, 5644), (28888, 29912, 1024), (29912, 34093, 4181), (34093, 39455, 5362), (39455, 43301, 3846), (43301, 45375, 2074), (45375, 48490, 3115), (48490, 51300, 2810), (51300, 52182, 882), (52182, 55249, 3067), (55249, 60892, 5643), (60892, 61917, 1025), (61917, 66096, 4179), (66096, 66873, 777), (66873, 70701, 3828), (70701, 71518, 817), (71518, 75364, 3846), (75364, 76259, 895), (76259, 80684, 4425), (80684, 81521, 837), (81521, 88423, 6902)]",2.09
41,5. 적중예상 TEST 5,41,34.114,32.136,23.898,"[(0, 1978, 1978), (1978, 4603, 2625), (4603, 8202, 3599), (8202, 9053, 851), (9053, 10698, 1645), (10698, 12735, 2037), (12735, 15895, 3160), (15895, 16568, 673), (16568, 18491, 1923), (18491, 23423, 4932), (23423, 27335, 3912), (27335, 28352, 1017), (28352, 34114, 5762), (34114, 36740, 2626), (36740, 40338, 3598), (40338, 41189, 851), (41189, 42834, 1645), (42834, 44871, 2037), (44871, 48031, 3160), (48031, 48704, 673), (48704, 50627, 1923), (50627, 55559, 4932), (55559, 59472, 3913), (59472, 60488, 1016), (60488, 66250, 5762), (66250, 67028, 778), (67028, 71732, 4704), (71732, 72550, 818), (72550, 77378, 4828), (77378, 78275, 897), (78275, 82557, 4282), (82557, 83392, 835), (83392, 90148, 6756)]",1.978
42,5. 적중예상 TEST 5,42,32.189,30.204,23.34,"[(0, 1991, 1991), (1991, 4662, 2671), (4662, 8958, 4296), (8958, 10860, 1902), (10860, 14606, 3746), (14606, 15271, 665), (15271, 17627, 2356), (17627, 19411, 1784), (19411, 26672, 7261), (26672, 27812, 1140), (27812, 32189, 4377), (32189, 39157, 6968), (39157, 41059, 1902), (41059, 44805, 3746), (44805, 45469, 664), (45469, 47825, 2356), (47825, 49609, 1784), (49609, 56871, 7262), (56871, 58010, 1139), (58010, 62393, 4383), (62393, 63217, 824), (63217, 67518, 4301), (67518, 68330, 812), (68330, 72342, 4012), (72342, 73259, 917), (73259, 77632, 4373), (77632, 78503, 871), (78503, 85733, 7230)]",1.985
43,5. 적중예상 TEST 5,44,27.349,25.34,23.953,"[(0, 2018, 2018), (2018, 4684, 2666), (4684, 5576, 892), (5576, 8155, 2579), (8155, 11513, 3358), (11513, 17728, 6215), (17728, 19023, 1295), (19023, 21986, 2963), (21986, 23126, 1140), (23126, 27349, 4223), (27349, 30016, 2667), (30016, 30907, 891), (30907, 33486, 2579), (33486, 36844, 3358), (36844, 43059, 6215), (43059, 44355, 1296), (44355, 47317, 2962), (47317, 48457, 1140), (48457, 52689, 4232), (52689, 53508, 819), (53508, 58205, 4697), (58205, 59020, 815), (59020, 62892, 3872), (62892, 63834, 942), (63834, 68601, 4767), (68601, 69472, 871), (69472, 76642, 7170)]",2.009
44,5. 적중예상 TEST 5,45,30.199,28.076,22.364,"[(0, 2133, 2133), (2133, 6463, 4330), (6463, 10538, 4075), (10538, 14511, 3973), (14511, 18068, 3557), (18068, 20683, 2615), (20683, 25151, 4468), (25151, 26168, 1017), (26168, 30199, 4031), (30199, 34529, 4330), (34529, 38604, 4075), (38604, 42577, 3973), (42577, 46134, 3557), (46134, 48750, 2616), (48750, 53217, 4467), (53217, 54234, 1017), (54234, 58275, 4041), (58275, 59048, 773), (59048, 62655, 3607), (62655, 63471, 816), (63471, 66881, 3410), (66881, 67773, 892), (67773, 72066, 4293), (72066, 72903, 837), (72903, 80639, 7736)]",2.123
45,5. 적중예상 TEST 5,52,35.644,34.124,23.358,"[(0, 2044, 2044), (2044, 7784, 5740), (7784, 10741, 2957), (10741, 14322, 3581), (14322, 18370, 4048), (18370, 23655, 5285), (23655, 27365, 3710), (27365, 30795, 3430), (30795, 31811, 1016), (31811, 35644, 3833), (35644, 41243, 5599), (41243, 47427, 6184), (47427, 54502, 7075), (54502, 57315, 2813), (57315, 65022, 7707), (65022, 66051, 1029), (66051, 69768, 3717), (69768, 70532, 764), (70532, 74681, 4149), (74681, 75493, 812), (75493, 79831, 4338), (79831, 80722, 891), (80722, 84765, 4043), (84765, 85612, 847), (85612, 93126, 7514)]",1.52
46,5. 적중예상 TEST 5,56,40.869,40.666,22.092,"[(0, 2072, 2072), (2072, 7134, 5062), (7134, 8964, 1830), (8964, 15720, 6756), (15720, 22111, 6391), (22111, 34900, 12789), (34900, 35915, 1015), (35915, 40869, 4954), (40869, 45762, 4893), (45762, 55012, 9250), (55012, 61754, 6742), (61754, 75415, 13661), (75415, 76429, 1014), (76429, 81535, 5106), (81535, 82313, 778), (82313, 86151, 3838), (86151, 86959, 808), (86959, 91310, 4351), (91310, 92206, 896), (92206, 95807, 3601), (95807, 96645, 838), (96645, 103627, 6982)]",0.203
47,5. 적중예상 TEST 5,57,43.507,40.713,24.84,"[(0, 2020, 2020), (2020, 8906, 6886), (8906, 15651, 6745), (15651, 24770, 9119), (24770, 29293, 4523), (29293, 37531, 8238), (37531, 38673, 1142), (38673, 43507, 4834), (43507, 44839, 1332), (44839, 50501, 5662), (50501, 57178, 6677), (57178, 65806, 8628), (65806, 70155, 4349), (70155, 78303, 8148), (78303, 79447, 1144), (79447, 84220, 4773), (84220, 85038, 818), (85038, 88889, 3851), (88889, 89690, 801), (89690, 95189, 5499), (95189, 96103, 914), (96103, 100926, 4823), (100926, 101800, 874), (101800, 109060, 7260)]",2.794
48,5. 적중예상 TEST 5,59,38.484,36.263,26.346,"[(0, 1927, 1927), (1927, 13621, 11694), (13621, 25217, 11596), (25217, 33610, 8393), (33610, 34751, 1141), (34751, 38484, 3733), (38484, 43121, 4637), (43121, 50187, 7066), (50187, 61766, 11579), (61766, 69825, 8059), (69825, 70957, 1132), (70957, 74747, 3790), (74747, 75566, 819), (75566, 80677, 5111), (80677, 81485, 808), (81485, 86174, 4689), (86174, 87085, 911), (87085, 92160, 5075), (92160, 93024, 864), (93024, 101093, 8069)]",2.221
49,5. 적중예상 TEST 5,60,35.409,35.485,26.725,"[(0, 1793, 1793), (1793, 5681, 3888), (5681, 10062, 4381), (10062, 15330, 5268), (15330, 19692, 4362), (19692, 25054, 5362), (25054, 30694, 5640), (30694, 31709, 1015), (31709, 35409, 3700), (35409, 44548, 9139), (44548, 54928, 10380), (54928, 66167, 11239), (66167, 67191, 1024), (67191, 70894, 3703), (70894, 71668, 774), (71668, 76555, 4887), (76555, 77381, 826), (77381, 82929, 5548), (82929, 83825, 896), (83825, 88543, 4718), (88543, 89380, 837), (89380, 97619, 8239)]",0.076
50,6. 적중예상 TEST 6,37,27.563,25.573,19.274,"[(0, 1992, 1992), (1992, 3762, 1770), (3762, 7595, 3833), (7595, 8257, 662), (8257, 11089, 2832), (11089, 12354, 1265), (12354, 15391, 3037), (15391, 18570, 3179), (18570, 22237, 3667), (22237, 23251, 1014), (23251, 27563, 4312), (27563, 29333, 1770), (29333, 33166, 3833), (33166, 33828, 662), (33828, 36661, 2833), (36661, 37925, 1264), (37925, 40962, 3037), (40962, 44142, 3180), (44142, 47809, 3667), (47809, 48823, 1014), (48823, 53136, 4313), (53136, 53908, 772), (53908, 56886, 2978), (56886, 57700, 814), (57700, 61258, 3558), (61258, 62143, 885), (62143, 65341, 3198), (65341, 66177, 836), (66177, 72410, 6233)]",1.99
51,6. 적중예상 TEST 6,41,31.471,29.458,23.367,"[(0, 2007, 2007), (2007, 2753, 746), (2753, 5695, 2942), (5695, 9346, 3651), (9346, 12051, 2705), (12051, 14767, 2716), (14767, 19461, 4694), (19461, 26261, 6800), (26261, 27277, 1016), (27277, 31471, 4194), (31471, 32216, 745), (32216, 35158, 2942), (35158, 38810, 3652), (38810, 41515, 2705), (41515, 44231, 2716), (44231, 48924, 4693), (48924, 55725, 6801), (55725, 56741, 1016), (56741, 60929, 4188), (60929, 61700, 771), (61700, 65362, 3662), (65362, 66179, 817), (66179, 70897, 4718), (70897, 71793, 896), (71793, 76107, 4314), (76107, 76946, 839), (76946, 84296, 7350)]",2.013
52,6. 적중예상 TEST 6,42,28.011,25.915,22.899,"[(0, 2077, 2077), (2077, 5377, 3300), (5377, 6315, 938), (6315, 8281, 1966), (8281, 11723, 3442), (11723, 12470, 747), (12470, 14412, 1942), (14412, 18727, 4315), (18727, 19506, 779), (19506, 22439, 2933), (22439, 23579, 1140), (23579, 28011, 4432), (28011, 31311, 3300), (31311, 32249, 938), (32249, 34215, 1966), (34215, 37658, 3443), (37658, 38404, 746), (38404, 40346, 1942), (40346, 44661, 4315), (44661, 45440, 779), (45440, 48373, 2933), (48373, 49513, 1140), (49513, 53926, 4413), (53926, 54763, 837), (54763, 58671, 3908), (58671, 59479, 808), (59479, 63437, 3958), (63437, 64345, 908), (64345, 68761, 4416), (68761, 69625, 864), (69625, 76825, 7200)]",2.096
53,6. 적중예상 TEST 6,44,26.975,24.949,23.987,"[(0, 2036, 2036), (2036, 5292, 3256), (5292, 8597, 3305), (8597, 10466, 1869), (10466, 13081, 2615), (13081, 15197, 2116), (15197, 17529, 2332), (17529, 21692, 4163), (21692, 22835, 1143), (22835, 26975, 4140), (26975, 30231, 3256), (30231, 33536, 3305), (33536, 35405, 1869), (35405, 38020, 2615), (38020, 40137, 2117), (40137, 42468, 2331), (42468, 46631, 4163), (46631, 47774, 1143), (47774, 51924, 4150), (51924, 52747, 823), (52747, 56932, 4185), (56932, 57744, 812), (57744, 62344, 4600), (62344, 63252, 908), (63252, 67741, 4489), (67741, 68612, 871), (68612, 75911, 7299)]",2.026
54,6. 적중예상 TEST 6,45,27.851,25.726,22.125,"[(0, 2106, 2106), (2106, 3338, 1232), (3338, 4664, 1326), (4664, 7718, 3054), (7718, 10795, 3077), (10795, 15228, 4433), (15228, 16881, 1653), (16881, 18095, 1214), (18095, 22815, 4720), (22815, 23833, 1018), (23833, 27851, 4018), (27851, 29083, 1232), (29083, 30409, 1326), (30409, 33463, 3054), (33463, 36540, 3077), (36540, 40973, 4433), (40973, 42625, 1652), (42625, 43840, 1215), (43840, 48560, 4720), (48560, 49578, 1018), (49578, 53577, 3999), (53577, 54351, 774), (54351, 58282, 3931), (58282, 59096, 814), (59096, 62884, 3788), (62884, 63778, 894), (63778, 67910, 4132), (67910, 68744, 834), (68744, 75702, 6958)]",2.125
55,6. 적중예상 TEST 6,52,39.959,38.968,22.401,"[(0, 2044, 2044), (2044, 10760, 8716), (10760, 13334, 2574), (13334, 17497, 4163), (17497, 22012, 4515), (22012, 27054, 5042), (27054, 35426, 8372), (35426, 36444, 1018), (36444, 39959, 3515), (39959, 48457, 8498), (48457, 50981, 2524), (50981, 55339, 4358), (55339, 59721, 4382), (59721, 65292, 5571), (65292, 74359, 9067), (74359, 75376, 1017), (75376, 78927, 3551), (78927, 79700, 773), (79700, 83559, 3859), (83559, 84378, 819), (84378, 88445, 4067), (88445, 89347, 902), (89347, 93236, 3889), (93236, 94069, 833), (94069, 101328, 7259)]",0.991
56,6. 적중예상 TEST 6,56,35.788,34.384,25.252,"[(0, 2073, 2073), (2073, 6904, 4831), (6904, 13299, 6395), (13299, 22207, 8908), (22207, 30834, 8627), (30834, 31849, 1015), (31849, 35788, 3939), (35788, 40461, 4673), (40461, 46917, 6456), (46917, 56390, 9473), (56390, 65246, 8856), (65246, 66264, 1018), (66264, 70172, 3908), (70172, 70946, 774), (70946, 75636, 4690), (75636, 76457, 821), (76457, 81260, 4803), (81260, 82148, 888), (82148, 87177, 5029), (87177, 88019, 842), (88019, 95424, 7405)]",1.404
57,6. 적중예상 TEST 6,57,37.687,34.297,27.15,"[(0, 2020, 2020), (2020, 9505, 7485), (9505, 20393, 10888), (20393, 24475, 4082), (24475, 32559, 8084), (32559, 33700, 1141), (33700, 37687, 3987), (37687, 45149, 7462), (45149, 55280, 10131), (55280, 59321, 4041), (59321, 66890, 7569), (66890, 68030, 1140), (68030, 71984, 3954), (71984, 72805, 821), (72805, 78241, 5436), (78241, 79053, 812), (79053, 84269, 5216), (84269, 85177, 908), (85177, 89831, 4654), (89831, 90705, 874), (90705, 99134, 8429)]",3.39
58,6. 적중예상 TEST 6,59,41.072,37.44,26.029,"[(0, 1934, 1934), (1934, 8400, 6466), (8400, 14203, 5803), (14203, 16409, 2206), (16409, 19207, 2798), (19207, 23071, 3864), (23071, 28288, 5217), (28288, 36167, 7879), (36167, 37312, 1145), (37312, 41072, 3760), (41072, 45010, 3938), (45010, 47803, 2793), (47803, 53397, 5594), (53397, 57869, 4472), (57869, 61341, 3472), (61341, 66228, 4887), (66228, 73476, 7248), (73476, 74616, 1140), (74616, 78512, 3896), (78512, 79338, 826), (79338, 84442, 5104), (84442, 85252, 810), (85252, 90294, 5042), (90294, 91213, 919), (91213, 95655, 4442), (95655, 96525, 870), (96525, 104541, 8016)]",3.632
59,6. 적중예상 TEST 6,60,36.291,35.661,25.562,"[(0, 1848, 1848), (1848, 5988, 4140), (5988, 11370, 5382), (11370, 17660, 6290), (17660, 21968, 4308), (21968, 26417, 4449), (26417, 30768, 4351), (30768, 31783, 1015), (31783, 36291, 4508), (36291, 40305, 4014), (40305, 45967, 5662), (45967, 50163, 4196), (50163, 52538, 2375), (52538, 57028, 4490), (57028, 61533, 4505), (61533, 66264, 4731), (66264, 67285, 1021), (67285, 71952, 4667), (71952, 72717, 765), (72717, 77548, 4831), (77548, 78372, 824), (78372, 83102, 4730), (83102, 84009, 907), (84009, 89062, 5053), (89062, 89907, 845), (89907, 97514, 7607)]",0.63
