,folder,no,sl0,sl1,sl2,dur,diff
10,서울대 최신기출 2,37,27.814,25.641,19.008,"[(0, 1937, 1937), (1937, 4942, 3005), (4942, 8076, 3134), (8076, 9939, 1863), (9939, 12328, 2389), (12328, 15301, 2973), (15301, 19137, 3836), (19137, 22960, 3823), (22960, 23980, 1020), (23980, 27814, 3834), (27814, 30753, 2939), (30753, 33611, 2858), (33611, 35578, 1967), (35578, 37921, 2343), (37921, 40849, 2928), (40849, 41815, 966), (41815, 44726, 2911), (44726, 48572, 3846), (48572, 49604, 1032), (49604, 53455, 3851), (53455, 54325, 870), (54325, 57450, 3125), (57450, 58341, 891), (58341, 61558, 3217), (61558, 62493, 935), (62493, 65336, 2843), (65336, 66243, 907), (66243, 72463, 6220)]",2.173
11,서울대 최신기출 2,41,31.8,29.486,20.633,"[(0, 1801, 1801), (1801, 5914, 4113), (5914, 6923, 1009), (6923, 10047, 3124), (10047, 14999, 4952), (14999, 18811, 3812), (18811, 21120, 2309), (21120, 22833, 1713), (22833, 26697, 3864), (26697, 27699, 1002), (27699, 31800, 4101), (31800, 35605, 3805), (35605, 39616, 4011), (39616, 44790, 5174), (44790, 48300, 3510), (48300, 52414, 4114), (52414, 56245, 3831), (56245, 57234, 989), (57234, 61286, 4052), (61286, 62142, 856), (62142, 65584, 3442), (65584, 66494, 910), (66494, 70184, 3690), (70184, 71116, 932), (71116, 74663, 3547), (74663, 75564, 901), (75564, 81919, 6355)]",2.314
12,서울대 최신기출 2,42,27.889,25.382,24.338,"[(0, 1928, 1928), (1928, 4460, 2532), (4460, 8780, 4320), (8780, 11816, 3036), (11816, 16468, 4652), (16468, 18778, 2310), (18778, 22529, 3751), (22529, 23601, 1072), (23601, 27889, 4288), (27889, 30352, 2463), (30352, 34382, 4030), (34382, 37320, 2938), (37320, 41914, 4594), (41914, 44126, 2212), (44126, 47903, 3777), (47903, 48958, 1055), (48958, 53271, 4313), (53271, 54180, 909), (54180, 58889, 4709), (58889, 59863, 974), (59863, 63796, 3933), (63796, 64780, 984), (64780, 69967, 5187), (69967, 70907, 940), (70907, 77609, 6702)]",2.507
13,서울대 최신기출 2,44,28.468,25.928,22.56,"[(0, 1952, 1952), (1952, 4287, 2335), (4287, 7238, 2951), (7238, 10637, 3399), (10637, 11357, 720), (11357, 15692, 4335), (15692, 18329, 2637), (18329, 23291, 4962), (23291, 24323, 1032), (24323, 28468, 4145), (28468, 30773, 2305), (30773, 33645, 2872), (33645, 36825, 3180), (36825, 41607, 4782), (41607, 44390, 2783), (44390, 49169, 4779), (49169, 50237, 1068), (50237, 54396, 4159), (54396, 55296, 900), (55296, 59047, 3751), (59047, 60002, 955), (60002, 63649, 3647), (63649, 64629, 980), (64629, 68555, 3926), (68555, 69494, 939), (69494, 76956, 7462)]",2.54
14,서울대 최신기출 2,45,24.552,23.213,20.309,"[(0, 2021, 2021), (2021, 4797, 2776), (4797, 7509, 2712), (7509, 9451, 1942), (9451, 10855, 1404), (10855, 15262, 4407), (15262, 19723, 4461), (19723, 20696, 973), (20696, 24552, 3856), (24552, 27433, 2881), (27433, 30381, 2948), (30381, 32376, 1995), (32376, 33828, 1452), (33828, 38378, 4550), (38378, 42832, 4454), (42832, 43857, 1025), (43857, 47765, 3908), (47765, 48560, 795), (48560, 52454, 3894), (52454, 53271, 817), (53271, 56605, 3334), (56605, 57552, 947), (57552, 60804, 3252), (60804, 61718, 914), (61718, 68074, 6356)]",1.339
15,서울대 최신기출 2,52,32.756,32.752,21.818,"[(0, 2025, 2025), (2025, 6546, 4521), (6546, 12888, 6342), (12888, 15320, 2432), (15320, 21228, 5908), (21228, 28483, 7255), (28483, 29364, 881), (29364, 32756, 3392), (32756, 37292, 4536), (37292, 44486, 7194), (44486, 53521, 9035), (53521, 61077, 7556), (61077, 62059, 982), (62059, 65508, 3449), (65508, 66403, 895), (66403, 70154, 3751), (70154, 71037, 883), (71037, 74585, 3548), (74585, 75497, 912), (75497, 79236, 3739), (79236, 80104, 868), (80104, 87326, 7222)]",0.004
16,서울대 최신기출 2,56,37.436,38.101,23.884,"[(0, 2015, 2015), (2015, 7620, 5605), (7620, 12376, 4756), (12376, 19131, 6755), (19131, 21854, 2723), (21854, 31834, 9980), (31834, 32731, 897), (32731, 37436, 4705), (37436, 43269, 5833), (43269, 48598, 5329), (48598, 55920, 7322), (55920, 59003, 3083), (59003, 64052, 5049), (64052, 69849, 5797), (69849, 70866, 1017), (70866, 75537, 4671), (75537, 76358, 821), (76358, 80868, 4510), (80868, 81777, 909), (81777, 86625, 4848), (86625, 87485, 860), (87485, 91819, 4334), (91819, 92688, 869), (92688, 99421, 6733)]",0.665
17,서울대 최신기출 2,57,48.216,44.41,26.256,"[(0, 1877, 1877), (1877, 10112, 8235), (10112, 15904, 5792), (15904, 19614, 3710), (19614, 24344, 4730), (24344, 26342, 1998), (26342, 33263, 6921), (33263, 38309, 5046), (38309, 42418, 4109), (42418, 43475, 1057), (43475, 48216, 4741), (48216, 53358, 5142), (53358, 56342, 2984), (56342, 62291, 5949), (62291, 72137, 9846), (72137, 78699, 6562), (78699, 86984, 8285), (86984, 88027, 1043), (88027, 92626, 4599), (92626, 93497, 871), (93497, 98316, 4819), (98316, 99260, 944), (99260, 104695, 5435), (104695, 105723, 1028), (105723, 110407, 4684), (110407, 111323, 916), (111323, 118882, 7559)]",3.806
18,서울대 최신기출 2,59,42.775,39.247,26.046,"[(0, 1847, 1847), (1847, 4460, 2613), (4460, 7705, 3245), (7705, 11613, 3908), (11613, 15400, 3787), (15400, 18035, 2635), (18035, 20905, 2870), (20905, 24254, 3349), (24254, 35097, 10843), (35097, 36336, 1239), (36336, 42775, 6439), (42775, 48334, 5559), (48334, 55718, 7384), (55718, 60913, 5195), (60913, 64221, 3308), (64221, 74570, 10349), (74570, 75633, 1063), (75633, 82022, 6389), (82022, 82879, 857), (82879, 87745, 4866), (87745, 88673, 928), (88673, 93457, 4784), (93457, 94444, 987), (94444, 99037, 4593), (99037, 99933, 896), (99933, 108068, 8135)]",3.528
19,서울대 최신기출 2,60,33.976,34.301,22.79,"[(0, 1809, 1809), (1809, 7467, 5658), (7467, 12255, 4788), (12255, 17872, 5617), (17872, 28714, 10842), (28714, 29625, 911), (29625, 33976, 4351), (33976, 37971, 3995), (37971, 44692, 6721), (44692, 48206, 3514), (48206, 57264, 9058), (57264, 62702, 5438), (62702, 63712, 1010), (63712, 68277, 4565), (68277, 69164, 887), (69164, 72645, 3481), (72645, 73568, 923), (73568, 77749, 4181), (77749, 78640, 891), (78640, 83169, 4529), (83169, 84040, 871), (84040, 91067, 7027)]",0.325
20,서울대 최신기출 3,37,29.759,27.17,20.993,"[(0, 2217, 2217), (2217, 5096, 2879), (5096, 8997, 3901), (8997, 12180, 3183), (12180, 15178, 2998), (15178, 17912, 2734), (17912, 19500, 1588), (19500, 23400, 3900), (23400, 24464, 1064), (24464, 29759, 5295), (29759, 32663, 2904), (32663, 36400, 3737), (36400, 39530, 3130), (39530, 42584, 3054), (42584, 46600, 4016), (46600, 50579, 3979), (50579, 51696, 1117), (51696, 56929, 5233), (56929, 57794, 865), (57794, 61463, 3669), (61463, 62411, 948), (62411, 65861, 3450), (65861, 66814, 953), (66814, 70445, 3631), (70445, 71359, 914), (71359, 77922, 6563)]",2.589
21,서울대 최신기출 3,41,28.597,26.595,18.864,"[(0, 2131, 2131), (2131, 5141, 3010), (5141, 8421, 3280), (8421, 10700, 2279), (10700, 14734, 4034), (14734, 16652, 1918), (16652, 17249, 597), (17249, 22265, 5016), (22265, 23323, 1058), (23323, 28597, 5274), (28597, 31499, 2902), (31499, 34663, 3164), (34663, 36985, 2322), (36985, 41255, 4270), (41255, 43216, 1961), (43216, 43813, 597), (43813, 48836, 5023), (48836, 49923, 1087), (49923, 55192, 5269), (55192, 56049, 857), (56049, 59264, 3215), (59264, 60211, 947), (60211, 63218, 3007), (63218, 64164, 946), (64164, 67263, 3099), (67263, 68234, 971), (68234, 74056, 5822)]",2.002
22,서울대 최신기출 3,42,28.397,26.076,20.759,"[(0, 2188, 2188), (2188, 6199, 4011), (6199, 10242, 4043), (10242, 12694, 2452), (12694, 15890, 3196), (15890, 17899, 2009), (17899, 22778, 4879), (22778, 23965, 1187), (23965, 28397, 4432), (28397, 31948, 3551), (31948, 35973, 4025), (35973, 38471, 2498), (38471, 41854, 3383), (41854, 43733, 1879), (43733, 48935, 5202), (48935, 50079, 1144), (50079, 54473, 4394), (54473, 55423, 950), (55423, 59041, 3618), (59041, 59932, 891), (59932, 62958, 3026), (62958, 63978, 1020), (63978, 67038, 3060), (67038, 68021, 983), (68021, 75232, 7211)]",2.321
23,서울대 최신기출 3,44,23.798,21.815,19.535,"[(0, 2107, 2107), (2107, 3809, 1702), (3809, 6735, 2926), (6735, 9856, 3121), (9856, 11212, 1356), (11212, 13606, 2394), (13606, 18426, 4820), (18426, 19619, 1193), (19619, 23798, 4179), (23798, 25446, 1648), (25446, 26261, 815), (26261, 28424, 2163), (28424, 31474, 3050), (31474, 32860, 1386), (32860, 35304, 2444), (35304, 40289, 4985), (40289, 41431, 1142), (41431, 45613, 4182), (45613, 46566, 953), (46566, 49614, 3048), (49614, 50585, 971), (50585, 53849, 3264), (53849, 54874, 1025), (54874, 58332, 3458), (58332, 59270, 938), (59270, 65148, 5878)]",1.983
24,서울대 최신기출 3,45,27.226,24.877,22.397,"[(0, 2258, 2258), (2258, 5506, 3248), (5506, 8413, 2907), (8413, 12057, 3644), (12057, 14011, 1954), (14011, 14598, 587), (14598, 16814, 2216), (16814, 21112, 4298), (21112, 22164, 1052), (22164, 27226, 5062), (27226, 30493, 3267), (30493, 33256, 2763), (33256, 37053, 3797), (37053, 39068, 2015), (39068, 41764, 2696), (41764, 45995, 4231), (45995, 47084, 1089), (47084, 52103, 5019), (52103, 52938, 835), (52938, 56268, 3330), (56268, 57214, 946), (57214, 61291, 4077), (61291, 62203, 912), (62203, 66094, 3891), (66094, 67033, 939), (67033, 74500, 7467)]",2.349
25,서울대 최신기출 3,52,41.217,38.002,25.322,"[(0, 2122, 2122), (2122, 14480, 12358), (14480, 23364, 8884), (23364, 34255, 10891), (34255, 35344, 1089), (35344, 41217, 5873), (41217, 46129, 4912), (46129, 53539, 7410), (53539, 72398, 18859), (72398, 73478, 1080), (73478, 79219, 5741), (79219, 80032, 813), (80032, 84624, 4592), (84624, 85511, 887), (85511, 90021, 4510), (90021, 90941, 920), (90941, 96016, 5075), (96016, 96892, 876), (96892, 104541, 7649)]",3.215
26,서울대 최신기출 3,56,40.216,37.753,26.154,"[(0, 2366, 2366), (2366, 13633, 11267), (13633, 24655, 11022), (24655, 33412, 8757), (33412, 34422, 1010), (34422, 40216, 5794), (40216, 44881, 4665), (44881, 51121, 6240), (51121, 62053, 10932), (62053, 71052, 8999), (71052, 72108, 1056), (72108, 77969, 5861), (77969, 78827, 858), (78827, 83366, 4539), (83366, 84308, 942), (84308, 89051, 4743), (89051, 90045, 994), (90045, 95274, 5229), (95274, 96220, 946), (96220, 104123, 7903)]",2.463
27,서울대 최신기출 3,57,47.101,43.838,23.973,"[(0, 2226, 2226), (2226, 9986, 7760), (9986, 19933, 9947), (19933, 23552, 3619), (23552, 27683, 4131), (27683, 34924, 7241), (34924, 42044, 7120), (42044, 43190, 1146), (43190, 47101, 3911), (47101, 54589, 7488), (54589, 64225, 9636), (64225, 71474, 7249), (71474, 78374, 6900), (78374, 85782, 7408), (85782, 86969, 1187), (86969, 90939, 3970), (90939, 91944, 1005), (91944, 96107, 4163), (96107, 97062, 955), (97062, 101572, 4510), (101572, 102581, 1009), (102581, 106833, 4252), (106833, 107800, 967), (107800, 114912, 7112)]",3.263
28,서울대 최신기출 3,59,36.412,35.675,24.539,"[(0, 2164, 2164), (2164, 7038, 4874), (7038, 12561, 5523), (12561, 20934, 8373), (20934, 31056, 10122), (31056, 32187, 1131), (32187, 36412, 4225), (36412, 46525, 10113), (46525, 55167, 8642), (55167, 58488, 3321), (58488, 62668, 4180), (62668, 66566, 3898), (66566, 67741, 1175), (67741, 72087, 4346), (72087, 73070, 983), (73070, 77127, 4057), (77127, 78136, 1009), (78136, 82437, 4301), (82437, 83432, 995), (83432, 87937, 4505), (87937, 88855, 918), (88855, 96626, 7771)]",0.737
29,서울대 최신기출 3,60,48.041,44.611,26.355,"[(0, 1957, 1957), (1957, 17854, 15897), (17854, 26266, 8412), (26266, 33089, 6823), (33089, 43151, 10062), (43151, 44226, 1075), (44226, 48041, 3815), (48041, 52469, 4428), (52469, 63631, 11162), (63631, 71945, 8314), (71945, 78560, 6615), (78560, 87747, 9187), (87747, 88865, 1118), (88865, 92652, 3787), (92652, 93531, 879), (93531, 98554, 5023), (98554, 99468, 914), (99468, 104284, 4816), (104284, 105256, 972), (105256, 110291, 5035), (110291, 111221, 930), (111221, 119007, 7786)]",3.43
30,서울대 최신기출 4,37,29.368,27.285,21.713,"[(0, 2203, 2203), (2203, 4445, 2242), (4445, 6399, 1954), (6399, 9314, 2915), (9314, 13073, 3759), (13073, 16407, 3334), (16407, 19981, 3574), (19981, 23809, 3828), (23809, 24884, 1075), (24884, 29368, 4484), (29368, 33877, 4509), (33877, 36735, 2858), (36735, 40325, 3590), (40325, 43763, 3438), (43763, 47235, 3472), (47235, 51010, 3775), (51010, 52089, 1079), (52089, 56653, 4564), (56653, 57496, 843), (57496, 61098, 3602), (61098, 62075, 977), (62075, 66023, 3948), (66023, 66965, 942), (66965, 70360, 3395), (70360, 71389, 1029), (71389, 78366, 6977)]",2.083
31,서울대 최신기출 4,41,27.563,26.102,21.41,"[(0, 2093, 2093), (2093, 5247, 3154), (5247, 6699, 1452), (6699, 8084, 1385), (8084, 11451, 3367), (11451, 14186, 2735), (14186, 16334, 2148), (16334, 22050, 5716), (22050, 23044, 994), (23044, 27563, 4519), (27563, 31059, 3496), (31059, 32497, 1438), (32497, 33937, 1440), (33937, 37427, 3490), (37427, 40135, 2708), (40135, 42406, 2271), (42406, 48195, 5789), (48195, 49211, 1016), (49211, 53665, 4454), (53665, 54470, 805), (54470, 57962, 3492), (57962, 58873, 911), (58873, 62525, 3652), (62525, 63464, 939), (63464, 67269, 3805), (67269, 68223, 954), (68223, 75075, 6852)]",1.461
32,서울대 최신기출 4,42,27.654,24.905,20.426,"[(0, 2168, 2168), (2168, 5639, 3471), (5639, 8073, 2434), (8073, 10682, 2609), (10682, 13287, 2605), (13287, 17207, 3920), (17207, 21462, 4255), (21462, 22640, 1178), (22640, 27654, 5014), (27654, 31131, 3477), (31131, 33360, 2229), (33360, 35969, 2609), (35969, 38508, 2539), (38508, 42209, 3701), (42209, 46448, 4239), (46448, 47546, 1098), (47546, 52559, 5013), (52559, 53488, 929), (53488, 57328, 3840), (57328, 58296, 968), (58296, 61474, 3178), (61474, 62504, 1030), (62504, 65588, 3084), (65588, 66477, 889), (66477, 72985, 6508)]",2.749
33,서울대 최신기출 4,44,29.647,27.681,21.535,"[(0, 2193, 2193), (2193, 5169, 2976), (5169, 9393, 4224), (9393, 14002, 4609), (14002, 17138, 3136), (17138, 20663, 3525), (20663, 24474, 3811), (24474, 25530, 1056), (25530, 29647, 4117), (29647, 32695, 3048), (32695, 36794, 4099), (36794, 39298, 2504), (39298, 41614, 2316), (41614, 44770, 3156), (44770, 48203, 3433), (48203, 52094, 3891), (52094, 53224, 1130), (53224, 57328, 4104), (57328, 58315, 987), (58315, 62240, 3925), (62240, 63189, 949), (63189, 66221, 3032), (66221, 67184, 963), (67184, 71425, 4241), (71425, 72375, 950), (72375, 78863, 6488)]",1.966
34,서울대 최신기출 4,45,27.923,25.59,21.745,"[(0, 2170, 2170), (2170, 5752, 3582), (5752, 8770, 3018), (8770, 12885, 4115), (12885, 15741, 2856), (15741, 18619, 2878), (18619, 22689, 4070), (22689, 23745, 1056), (23745, 27923, 4178), (27923, 31480, 3557), (31480, 34483, 3003), (34483, 38390, 3907), (38390, 41269, 2879), (41269, 44149, 2880), (44149, 48212, 4063), (48212, 49274, 1062), (49274, 53513, 4239), (53513, 54397, 884), (54397, 58169, 3772), (58169, 59117, 948), (59117, 63280, 4163), (63280, 64252, 972), (64252, 67836, 3584), (67836, 68802, 966), (68802, 75258, 6456)]",2.333
35,서울대 최신기출 4,52,36.925,34.582,24.257,"[(0, 2125, 2125), (2125, 8390, 6265), (8390, 14814, 6424), (14814, 31180, 16366), (31180, 32235, 1055), (32235, 36925, 4690), (36925, 43022, 6097), (43022, 46672, 3650), (46672, 49577, 2905), (49577, 52399, 2822), (52399, 57863, 5464), (57863, 65681, 7818), (65681, 66779, 1098), (66779, 71507, 4728), (71507, 72434, 927), (72434, 76435, 4001), (76435, 77382, 947), (77382, 81719, 4337), (81719, 82656, 937), (82656, 86928, 4272), (86928, 87885, 957), (87885, 95764, 7879)]",2.343
36,서울대 최신기출 4,56,40.455,39.262,29.108,"[(0, 2278, 2278), (2278, 15191, 12913), (15191, 23245, 8054), (23245, 35423, 12178), (35423, 36497, 1074), (36497, 40455, 3958), (40455, 45563, 5108), (45563, 54053, 8490), (54053, 62660, 8607), (62660, 74578, 11918), (74578, 75657, 1079), (75657, 79717, 4060), (79717, 80606, 889), (80606, 86350, 5744), (86350, 87263, 913), (87263, 92138, 4875), (92138, 93105, 967), (93105, 98600, 5495), (98600, 99614, 1014), (99614, 108825, 9211)]",1.193
37,서울대 최신기출 4,57,38.969,35.253,20.81,"[(0, 2139, 2139), (2139, 9804, 7665), (9804, 15869, 6065), (15869, 23071, 7202), (23071, 25149, 2078), (25149, 32351, 7202), (32351, 33529, 1178), (33529, 38969, 5440), (38969, 46291, 7322), (46291, 52368, 6077), (52368, 59606, 7238), (59606, 67616, 8010), (67616, 68843, 1227), (68843, 74222, 5379), (74222, 75201, 979), (75201, 78381, 3180), (78381, 79362, 981), (79362, 83147, 3785), (83147, 84185, 1038), (84185, 87320, 3135), (87320, 88284, 964), (88284, 95032, 6748)]",3.716
38,서울대 최신기출 4,59,43.312,41.548,24.174,"[(0, 2244, 2244), (2244, 7977, 5733), (7977, 16419, 8442), (16419, 25897, 9478), (25897, 30371, 4474), (30371, 38210, 7839), (38210, 39412, 1202), (39412, 43312, 3900), (43312, 56977, 13665), (56977, 66617, 9640), (66617, 71483, 4866), (71483, 79588, 8105), (79588, 80881, 1293), (80881, 84860, 3979), (84860, 85840, 980), (85840, 90235, 4395), (90235, 91248, 1013), (91248, 95674, 4426), (95674, 96698, 1024), (96698, 100944, 4246), (100944, 101964, 1020), (101964, 109034, 7070)]",1.764
39,서울대 최신기출 4,60,35.202,33.471,23.173,"[(0, 1972, 1972), (1972, 6806, 4834), (6806, 12962, 6156), (12962, 19639, 6677), (19639, 29096, 9457), (29096, 30170, 1074), (30170, 35202, 5032), (35202, 39995, 4793), (39995, 46286, 6291), (46286, 52812, 6526), (52812, 56965, 4153), (56965, 62576, 5611), (62576, 63665, 1089), (63665, 68673, 5008), (68673, 69569, 896), (69569, 73248, 3679), (73248, 74167, 919), (74167, 78500, 4333), (78500, 79481, 981), (79481, 84102, 4621), (84102, 85031, 929), (85031, 91846, 6815)]",1.731
40,서울대 최신기출 5,37,27.034,24.711,21.214,"[(0, 2264, 2264), (2264, 6403, 4139), (6403, 9328, 2925), (9328, 13418, 4090), (13418, 15168, 1750), (15168, 17609, 2441), (17609, 21441, 3832), (21441, 22550, 1109), (22550, 27034, 4484), (27034, 31050, 4016), (31050, 34058, 3008), (34058, 38251, 4193), (38251, 39920, 1669), (39920, 42362, 2442), (42362, 46110, 3748), (46110, 47209, 1099), (47209, 51745, 4536), (51745, 52573, 828), (52573, 55910, 3337), (55910, 56830, 920), (56830, 60677, 3847), (60677, 61573, 896), (61573, 65294, 3721), (65294, 66198, 904), (66198, 72959, 6761)]",2.323
41,서울대 최신기출 5,41,28.281,26.081,22.019,"[(0, 2152, 2152), (2152, 6511, 4359), (6511, 9204, 2693), (9204, 11571, 2367), (11571, 14663, 3092), (14663, 17641, 2978), (17641, 22880, 5239), (22880, 23965, 1085), (23965, 28281, 4316), (28281, 32491, 4210), (32491, 35149, 2658), (35149, 37447, 2298), (37447, 40616, 3169), (40616, 43557, 2941), (43557, 48903, 5346), (48903, 50017, 1114), (50017, 54362, 4345), (54362, 55255, 893), (55255, 59648, 4393), (59648, 60639, 991), (60639, 64198, 3559), (64198, 65085, 887), (65085, 69013, 3928), (69013, 69929, 916), (69929, 76381, 6452)]",2.2
42,서울대 최신기출 5,42,30.865,28.655,22.399,"[(0, 2135, 2135), (2135, 5252, 3117), (5252, 8876, 3624), (8876, 10603, 1727), (10603, 14641, 4038), (14641, 18867, 4226), (18867, 24822, 5955), (24822, 25935, 1113), (25935, 30865, 4930), (30865, 33850, 2985), (33850, 37467, 3617), (37467, 39106, 1639), (39106, 43077, 3971), (43077, 47355, 4278), (47355, 53457, 6102), (53457, 54590, 1133), (54590, 59520, 4930), (59520, 60499, 979), (60499, 63977, 3478), (63977, 64961, 984), (64961, 68602, 3641), (68602, 69571, 969), (69571, 74013, 4442), (74013, 74952, 939), (74952, 81919, 6967)]",2.21
